"Gene ID","Transcript","# exons","Transcript length","Protein length"
"cgd3_2270","cgd3_2270-RA","1","1650","549"
"cgd3_2280","cgd3_2280-RA","1","1656","551"
"cgd3_2293","cgd3_2293-RA","3","2433","671"
"cgd3_230","cgd3_230-RA","1","8274","2757"
"cgd3_2310","cgd3_2310-RA","3","254","76"
"cgd3_2320","cgd3_2320-RA","1","3268","997"
"cgd3_2322","cgd3_2322-RA","3","1998","506"
"cgd3_2323","cgd3_2323-RA","1","315","98"
"cgd3_2330","cgd3_2330-RA","1","2589","862"
"cgd3_2340","cgd3_2340-RA","1","309","87"
"cgd3_2350","cgd3_2350-RA","1","1188","395"
"cgd3_2353","cgd3_2353-RA","3","417","137"
"cgd3_2360","cgd3_2360-RA","1","5418","1805"
"cgd3_2370","cgd3_2370-RA","3","705","234"
"cgd3_2380","cgd3_2380-RA","1","366","121"
"cgd3_2390","cgd3_2390-RA","1","1146","381"
"cgd3_240","cgd3_240-RA","2","918","272"
"cgd3_2400","cgd3_2400-RA","2","2588","861"
"cgd3_2410","cgd3_2410-RA","1","3126","1041"
"cgd3_2423","cgd3_2423-RA","3","1407","468"
"cgd3_2440","cgd3_2440-RA","1","462","153"
"cgd3_2450","cgd3_2450-RA","1","1530","509"
"cgd3_2460","cgd3_2460-RA","5","969","322"
"cgd3_2470","cgd3_2470-RA","1","645","214"
"cgd3_2480","cgd3_2480-RA","1","1425","474"
"cgd3_2490","cgd3_2490-RA","1","1167","388"
"cgd3_250","cgd3_250-RA","3","2661","885"
"cgd3_2500","cgd3_2500-RA","1","1335","444"
"cgd3_2503","cgd3_2503-RA","1","535","140"
"cgd3_2505","cgd3_2505-RA","1","73","N/A"
"cgd3_2510","cgd3_2510-RA","1","1326","433"
"cgd3_2520","cgd3_2520-RA","1","1722","573"
"cgd3_2530","cgd3_2530-RA","1","840","279"
"cgd3_2540","cgd3_2540-RA","1","408","135"
"cgd3_2550","cgd3_2550-RA","3","763","246"
"cgd3_2560","cgd3_2560-RA","1","1110","369"
"cgd3_2570","cgd3_2570-RA","1","1140","379"
"cgd3_2580","cgd3_2580-RA","1","1185","394"
"cgd3_2590","cgd3_2590-RA","1","1632","543"
"cgd3_260","cgd3_260-RA","1","3700","1180"
"cgd3_2600","cgd3_2600-RA","1","3606","1201"
"cgd3_2610","cgd3_2610-RA","1","576","191"
"cgd3_2620","cgd3_2620-RA","1","5709","1895"
"cgd3_2630","cgd3_2630-RA","1","2760","919"
"cgd3_2640","cgd3_2640-RA","1","1311","436"
"cgd3_2650","cgd3_2650-RA","1","5364","1787"
"cgd3_2660","cgd3_2660-RA","1","612","203"
"cgd3_2670","cgd3_2670-RA","2","453","123"
"cgd3_2680","cgd3_2680-RA","1","612","173"
"cgd3_2690","cgd3_2690-RA","1","1896","631"
"cgd3_270","cgd3_270-RA","1","3393","1130"
"cgd3_2700","cgd3_2700-RA","3","633","210"
"cgd3_2710","cgd3_2710-RA","1","2922","874"
"cgd3_2730","cgd3_2730-RA","1","3537","1178"
"cgd3_2740","cgd3_2740-RA","1","1629","542"
"cgd3_2750","cgd3_2750-RA","1","1236","411"
"cgd3_2760","cgd3_2760-RA","1","1509","502"
"cgd3_2770","cgd3_2770-RA","1","2931","976"
"cgd3_2780","cgd3_2780-RA","1","3291","1096"
"cgd3_2790","cgd3_2790-RA","1","2556","851"
"cgd3_280","cgd3_280-RA","1","4320","1439"
"cgd3_2800","cgd3_2800-RA","1","591","196"
"cgd3_2810","cgd3_2810-RA","1","735","244"
"cgd3_2820","cgd3_2820-RA","1","2472","823"
"cgd3_2830","cgd3_2830-RA","1","885","294"
"cgd3_2840","cgd3_2840-RA","1","831","217"
"cgd3_2843","cgd3_2843-RA","1","600","97"
"cgd3_2850","cgd3_2850-RA","1","1110","369"
"cgd3_2860","cgd3_2860-RA","1","2001","666"
"cgd3_2870","cgd3_2870-RA","1","2334","777"
"cgd3_2880","cgd3_2880-RA","1","774","252"
"cgd3_2890","cgd3_2890-RA","1","7140","2379"
"cgd3_290","cgd3_290-RA","1","1980","624"
"cgd3_2900","cgd3_2900-RA","1","1899","632"
"cgd3_2910","cgd3_2910-RA","1","669","222"
"cgd3_2920","cgd3_2920-RA","1","1047","348"
"cgd3_2930","cgd3_2930-RA","1","1275","424"
"cgd3_2940","cgd3_2940-RA","1","1431","465"
"cgd3_2950","cgd3_2950-RA","1","1077","358"
"cgd3_2960","cgd3_2960-RA","1","8076","2691"
"cgd3_2970","cgd3_2970-RA","1","3633","1210"
"cgd3_2980","cgd3_2980-RA","1","3597","1198"
"cgd3_2990","cgd3_2990-RA","1","3213","1070"
"cgd3_30","cgd3_30-RA","1","1329","442"
"cgd3_300","cgd3_300-RA","1","1841","488"
"cgd3_3000","cgd3_3000-RA","1","1632","543"
"cgd3_3010","cgd3_3010-RA","1","7266","2421"
"cgd3_3020","cgd3_3020-RA","1","1074","357"
"cgd3_3030","cgd3_3030-RA","1","1701","566"
"cgd3_3040","cgd3_3040-RA","1","1179","392"
"cgd3_3050","cgd3_3050-RA","1","960","319"
"cgd3_3060","cgd3_3060-RA","1","3801","1266"
"cgd3_3063","cgd3_3063-RA","1","1696","489"
"cgd3_3070","cgd3_3070-RA","1","1788","595"
"cgd3_3073","cgd3_3073-RA","5","696","178"
"cgd3_3080","cgd3_3080-RA","1","3006","1001"
"cgd3_3090","cgd3_3090-RA","1","1905","634"
"cgd3_310","cgd3_310-RA","1","5637","1878"
"cgd3_3100","cgd3_3100-RA","1","1836","611"
"cgd3_3110","cgd3_3110-RA","1","1272","423"
"cgd3_3120","cgd3_3120-RA","1","1008","335"
"cgd3_3130","cgd3_3130-RA","3","1256","398"
"cgd3_3140","cgd3_3140-RA","1","2405","784"
"cgd3_3150","cgd3_3150-RA","1","657","218"
"cgd3_3160","cgd3_3160-RA","1","936","311"
"cgd3_3170","cgd3_3170-RA","1","1152","377"
"cgd3_3180","cgd3_3180-RA","1","2028","675"
"cgd3_3190","cgd3_3190-RA","1","1968","655"
"cgd3_320","cgd3_320-RA","1","1410","466"
"cgd3_3200","cgd3_3200-RA","2","1218","405"
"cgd3_3210","cgd3_3210-RA","3","2203","710"
"cgd3_3220","cgd3_3220-RA","1","942","313"
"cgd3_3230","cgd3_3230-RA","1","4647","1548"
"cgd3_3240","cgd3_3240-RA","1","660","219"
"cgd3_3250","cgd3_3250-RA","1","1194","397"
"cgd3_3260","cgd3_3260-RA","1","759","252"
"cgd3_3270","cgd3_3270-RA","1","540","179"
"cgd3_3280","cgd3_3280-RA","1","1125","374"
"cgd3_3290","cgd3_3290-RA","1","504","167"
"cgd3_330","cgd3_330-RA","1","855","284"
"cgd3_3300","cgd3_3300-RA","1","360","119"
"cgd3_3310","cgd3_3310-RA","1","2160","719"
"cgd3_3315","cgd3_3315-RA","1","72","N/A"
"cgd3_3320","cgd3_3320-RA","1","1773","509"
"cgd3_3330","cgd3_3330-RA","1","2892","963"
"cgd3_3340","cgd3_3340-RA","1","4338","1445"
"cgd3_335","cgd3_335-RA","1","73","N/A"
"cgd3_3350","cgd3_3350-RA","1","2084","503"
"cgd3_3360","cgd3_3360-RA","1","2590","551"
"cgd3_3370","cgd3_3370-RA","1","4524","1507"
"cgd3_3380","cgd3_3380-RA","1","1995","661"
"cgd3_3390","cgd3_3390-RA","1","3717","1238"
"cgd3_340","cgd3_340-RA","1","1125","374"
"cgd3_3400","cgd3_3400-RA","1","333","47"
"cgd3_3410","cgd3_3410-RA","1","4611","1536"
"cgd3_3420","cgd3_3420-RA","1","1197","398"
"cgd3_343","cgd3_343-RA","1","281","69"
"cgd3_3430","cgd3_3430-RA","1","5310","1769"
"cgd3_3440","cgd3_3440-RA","1","2052","683"
"cgd3_3450","cgd3_3450-RA","1","749","194"
"cgd3_3460","cgd3_3460-RA","1","1755","584"
"cgd3_3470","cgd3_3470-RA","1","786","261"
"cgd3_3480","cgd3_3480-RA","1","7737","2578"
"cgd3_3490","cgd3_3490-RA","1","2136","711"
"cgd3_350","cgd3_350-RA","1","834","277"
"cgd3_3500","cgd3_3500-RA","1","1050","349"
"cgd3_3510","cgd3_3510-RA","1","366","121"
"cgd3_3520","cgd3_3520-RA","1","2820","939"
"cgd3_3533","cgd3_3533-RA","3","868","274"
"cgd3_3550","cgd3_3550-RA","1","3348","1115"
"cgd3_3560","cgd3_3560-RA","1","1818","605"
"cgd3_3570","cgd3_3570-RA","1","4626","1541"
"cgd3_3580","cgd3_3580-RA","1","1359","368"
"cgd3_3583","cgd3_3583-RA","1","319","81"
"cgd3_3590","cgd3_3590-RA","1","1914","625"
"cgd3_360","cgd3_360-RA","1","393","130"
"cgd3_3600","cgd3_3600-RA","1","1581","526"
"cgd3_3610","cgd3_3610-RA","1","1407","465"
"cgd3_3620","cgd3_3620-RA","1","4746","1547"
"cgd3_3630","cgd3_3630-RA","1","1473","490"
"cgd3_3640","cgd3_3640-RA","1","2307","768"
"cgd3_3650","cgd3_3650-RA","1","1416","471"
"cgd3_3660","cgd3_3660-RA","1","443","86"
"cgd3_3670","cgd3_3670-RA","1","759","252"
"cgd3_3680","cgd3_3680-RA","1","1986","656"
"cgd3_3690","cgd3_3690-RA","1","1590","529"
"cgd3_370","cgd3_370-RA","1","1691","104"
"cgd3_3700","cgd3_3700-RA","3","3042","1007"
"cgd3_3710","cgd3_3710-RA","1","1641","546"
"cgd3_3720","cgd3_3720-RA","1","321","106"
"cgd3_3730","cgd3_3730-RA","1","369","122"
"cgd3_3740","cgd3_3740-RA","2","3748","1247"
"cgd3_3750","cgd3_3750-RA","1","477","147"
"cgd3_3760","cgd3_3760-RA","2","714","180"
"cgd3_3770","cgd3_3770-RA","1","2136","699"
"cgd3_3780","cgd3_3780-RA","1","2427","808"
"cgd3_3790","cgd3_3790-RA","2","1077","176"
"cgd3_380","cgd3_380-RA","1","3183","1060"
"cgd3_3800","cgd3_3800-RA","1","1386","461"
"cgd3_3810","cgd3_3810-RA","1","420","136"
"cgd3_3820","cgd3_3820-RA","1","2478","825"
"cgd3_3830","cgd3_3830-RA","1","1961","592"
"cgd3_3840","cgd3_3840-RA","1","3659","1100"
"cgd3_3850","cgd3_3850-RA","1","1563","518"
"cgd3_3860","cgd3_3860-RA","1","1482","481"
"cgd3_3870","cgd3_3870-RA","1","1504","196"
"cgd3_3880","cgd3_3880-RA","1","3108","1035"
"cgd3_3890","cgd3_3890-RA","1","705","109"
"cgd3_390","cgd3_390-RA","1","2289","762"
"cgd3_3900","cgd3_3900-RA","1","3024","1007"
"cgd3_3910","cgd3_3910-RA","1","2154","717"
"cgd3_3920","cgd3_3920-RA","1","1560","519"
"cgd3_3930","cgd3_3930-RA","1","773","92"
"cgd3_3940","cgd3_3940-RA","1","1658","439"
"cgd3_3950","cgd3_3950-RA","1","900","299"
"cgd3_3960","cgd3_3960-RA","3","2732","901"
"cgd3_3970","cgd3_3970-RA","1","540","179"
"cgd3_3980","cgd3_3980-RA","1","2400","799"
"cgd3_3990","cgd3_3990-RA","1","1530","509"
"cgd3_40","cgd3_40-RA","1","2136","493"
"cgd3_400","cgd3_400-RA","1","2736","911"
"cgd3_4000","cgd3_4000-RA","1","363","120"
"cgd3_4010","cgd3_4010-RA","1","738","245"
"cgd3_4020","cgd3_4020-RA","1","789","229"
"cgd3_4030","cgd3_4030-RA","1","765","249"
"cgd3_4040","cgd3_4040-RA","2","801","255"
"cgd3_4050","cgd3_4050-RA","1","1035","335"
"cgd3_4060","cgd3_4060-RA","1","3954","1317"
"cgd3_4070","cgd3_4070-RA","1","2252","479"
"cgd3_4080","cgd3_4080-RA","1","1029","330"
"cgd3_4090","cgd3_4090-RA","1","8637","2878"
"cgd3_410","cgd3_410-RA","1","4956","1651"
"cgd3_4100","cgd3_4100-RA","1","783","260"
"cgd3_4110","cgd3_4110-RA","1","2100","699"
"cgd3_4120","cgd3_4120-RA","1","336","111"
"cgd3_4130","cgd3_4130-RA","1","2592","863"
"cgd3_4135","cgd3_4135-RA","1","74","N/A"
"cgd3_4140","cgd3_4140-RA","1","4296","1431"
"cgd3_4150","cgd3_4150-RA","1","2436","711"
"cgd3_4160","cgd3_4160-RA","1","1230","330"
"cgd3_4170","cgd3_4170-RA","1","3870","1289"
"cgd3_4180","cgd3_4180-RA","1","3648","1201"
"cgd3_4190","cgd3_4190-RA","1","3538","1085"
"cgd3_420","cgd3_420-RA","1","2676","891"
"cgd3_4200","cgd3_4200-RA","1","4707","1286"
"cgd3_4210","cgd3_4210-RA","1","4056","1254"
"cgd3_4220","cgd3_4220-RA","1","4349","1275"
"cgd3_4230","cgd3_4230-RA","1","1677","558"
"cgd3_4240","cgd3_4240-RA","1","3342","1110"
"cgd3_4250","cgd3_4250-RA","1","3908","1125"
"cgd3_4260","cgd3_4260-RA","1","3519","1172"
"cgd3_4270","cgd3_4270-RA","1","3531","1176"
"cgd3_4280","cgd3_4280-RA","1","3811","1244"
"cgd3_4290","cgd3_4290-RA","1","4467","1488"
"cgd3_430","cgd3_430-RA","1","13263","4420"
"cgd3_4300","cgd3_4300-RA","1","669","222"
"cgd3_4310","cgd3_4310-RA","1","2256","751"
"cgd3_4330","cgd3_4330-RA","1","1110","354"
"cgd3_4340","cgd3_4340-RA","1","612","203"
"cgd3_4350","cgd3_4350-RA","1","1620","539"
"cgd3_4360","cgd3_4360-RA","1","1278","425"
"cgd3_440","cgd3_440-RA","1","1338","445"
"cgd3_450","cgd3_450-RA","3","1343","410"
"cgd3_453","cgd3_453-RA","3","460","129"
"cgd3_460","cgd3_460-RA","1","657","218"
"cgd3_470","cgd3_470-RA","1","1605","534"
"cgd3_480","cgd3_480-RA","1","1101","366"
"cgd3_483","cgd3_483-RA","3","682","177"
"cgd3_490","cgd3_490-RA","1","1299","432"
"cgd3_50","cgd3_50-RA","1","3627","1208"
"cgd3_500","cgd3_500-RA","1","1185","394"
"cgd3_510","cgd3_510-RA","1","1170","389"
"cgd3_520","cgd3_520-RA","1","2052","683"
"cgd3_530","cgd3_530-RA","1","6858","2285"
"cgd3_540","cgd3_540-RA","1","1476","491"
"cgd3_550","cgd3_550-RA","1","1482","493"
"cgd3_560","cgd3_560-RA","1","1653","550"
"cgd3_570","cgd3_570-RA","1","1344","447"
"cgd3_580","cgd3_580-RA","1","2067","688"
"cgd3_590","cgd3_590-RA","1","3522","1173"
"cgd3_60","cgd3_60-RA","1","750","249"
"cgd3_600","cgd3_600-RA","1","4290","1429"
"cgd3_605","cgd3_605-RA","1","73","N/A"
"cgd3_610","cgd3_610-RA","1","1828","363"
"cgd3_620","cgd3_620-RA","1","729","224"
"cgd3_630","cgd3_630-RA","1","948","315"
"cgd3_640","cgd3_640-RA","1","2615","683"
"cgd3_650","cgd3_650-RA","1","3740","863"
"cgd3_660","cgd3_660-RA","1","2587","621"
"cgd3_665","cgd3_665-RA","1","120","N/A"
"cgd3_666","cgd3_666-RA","1","120","N/A"
"cgd3_667","cgd3_667-RA","1","120","N/A"
"cgd3_670","cgd3_670-RA","1","1749","582"
"cgd3_680","cgd3_680-RA","6","1217","391"
"cgd3_690","cgd3_690-RA","1","5464","1586"
"cgd3_693","cgd3_693-RA","1","4132","1045"
"cgd3_70","cgd3_70-RA","1","654","217"
"cgd3_710","cgd3_710-RA","1","3963","1320"
"cgd3_720","cgd3_720-RA","1","35091","11696"
"cgd3_730","cgd3_730-RA","1","1260","419"
"cgd3_740","cgd3_740-RA","1","1056","351"
"cgd3_750","cgd3_750-RA","1","585","194"
"cgd3_753","cgd3_753-RA","3","687","182"
"cgd3_760","cgd3_760-RA","1","519","168"
"cgd3_770","cgd3_770-RA","1","1119","372"
"cgd3_780","cgd3_780-RA","5","1121","262"
"cgd3_790","cgd3_790-RA","1","1611","536"
"cgd3_80","cgd3_80-RA","1","1488","493"
"cgd3_800","cgd3_800-RA","1","813","270"
"cgd3_810","cgd3_810-RA","1","2961","986"
"cgd3_820","cgd3_820-RA","1","429","142"
"cgd3_830","cgd3_830-RA","1","381","126"
"cgd3_840","cgd3_840-RA","1","1314","437"
"cgd3_850","cgd3_850-RA","2","800","192"
"cgd3_860","cgd3_860-RA","1","570","183"
"cgd3_865","cgd3_865-RA","1","72","N/A"
"cgd3_870","cgd3_870-RA","2","567","188"
"cgd3_880","cgd3_880-RA","1","411","136"
"cgd3_890","cgd3_890-RA","1","1342","275"
"cgd3_90","cgd3_90-RA","1","2223","740"
"cgd3_900","cgd3_900-RA","1","645","214"
"cgd3_910","cgd3_910-RA","1","837","278"
"cgd3_920","cgd3_920-RA","1","1617","538"
"cgd3_923","cgd3_923-RA","6","329","93"
"cgd3_930","cgd3_930-RA","1","1022","164"
"cgd3_940","cgd3_940-RA","1","627","208"
"cgd3_950","cgd3_950-RA","1","2121","706"
"cgd3_960","cgd3_960-RA","1","561","186"
"cgd3_970","cgd3_970-RA","1","474","157"
"cgd3_980","cgd3_980-RA","2","1291","282"
"cgd3_990","cgd3_990-RA","3","914","258"
"cgd4_10","cgd4_10-RA","1","483","160"
"cgd4_100","cgd4_100-RA","2","999","292"
"cgd4_1000","cgd4_1000-RA","1","462","153"
"cgd4_1010","cgd4_1010-RA","1","5589","1862"
"cgd4_1020","cgd4_1020-RA","1","2752","911"
"cgd4_1030","cgd4_1030-RA","1","1059","352"
"cgd4_1040","cgd4_1040-RA","4","1557","505"
"cgd4_1070","cgd4_1070-RA","1","705","234"
"cgd4_1080","cgd4_1080-RA","1","2040","679"
"cgd4_1090","cgd4_1090-RA","1","534","177"
"cgd4_110","cgd4_110-RA","1","1857","618"
"cgd4_1100","cgd4_1100-RA","1","1668","555"
"cgd4_1103","cgd4_1103-RA","2","434","138"
"cgd4_1110","cgd4_1110-RA","1","3480","1159"
"cgd4_1120","cgd4_1120-RA","1","1350","446"
"cgd4_1130","cgd4_1130-RA","1","1065","354"
"cgd4_1133","cgd4_1133-RA","2","453","121"
"cgd4_1140","cgd4_1140-RA","1","930","309"
"cgd4_1150","cgd4_1150-RA","1","717","238"
"cgd4_1160","cgd4_1160-RA","1","1809","599"
"cgd4_1170","cgd4_1170-RA","1","1691","445"
"cgd4_1180","cgd4_1180-RA","1","333","110"
"cgd4_1190","cgd4_1190-RA","1","408","135"
"cgd4_120","cgd4_120-RA","1","1728","574"
"cgd4_1200","cgd4_1200-RA","1","969","322"
"cgd4_1210","cgd4_1210-RA","1","1416","471"
"cgd4_1220","cgd4_1220-RA","1","792","263"
"cgd4_123","cgd4_123-RA","3","665","145"
"cgd4_1230","cgd4_1230-RA","1","384","127"
"cgd4_1240","cgd4_1240-RA","1","2769","922"
"cgd4_1250","cgd4_1250-RA","1","306","101"
"cgd4_1260","cgd4_1260-RA","1","477","115"
"cgd4_1270","cgd4_1270-RA","1","837","278"
"cgd4_1283","cgd4_1283-RA","3","633","191"
"cgd4_130","cgd4_130-RA","1","2406","801"
"cgd4_1300","cgd4_1300-RA","1","1695","559"
"cgd4_1310","cgd4_1310-RA","1","1794","597"
"cgd4_1320","cgd4_1320-RA","1","2406","801"
"cgd4_1330","cgd4_1330-RA","1","2460","808"
"cgd4_1340","cgd4_1340-RA","1","2430","807"
"cgd4_1350","cgd4_1350-RA","1","2877","958"
"cgd4_1360","cgd4_1360-RA","1","2061","686"
"cgd4_1370","cgd4_1370-RA","1","4473","1490"
"cgd4_1380","cgd4_1380-RA","1","4809","1469"
"cgd4_1390","cgd4_1390-RA","1","4569","1522"
"cgd4_140","cgd4_140-RA","1","4122","1278"
"cgd4_1400","cgd4_1400-RA","1","2016","383"
"cgd4_1410","cgd4_1410-RA","1","705","234"
"cgd4_1420","cgd4_1420-RA","1","1314","437"
"cgd4_1430","cgd4_1430-RA","1","1140","379"
"cgd4_1450","cgd4_1450-RA","1","2697","898"
"cgd4_1460","cgd4_1460-RA","1","426","141"
"cgd4_1470","cgd4_1470-RA","1","3434","909"
"cgd4_1480","cgd4_1480-RA","2","3401","1089"
"cgd4_1490","cgd4_1490-RA","1","1209","376"
"cgd4_150","cgd4_150-RA","2","1387","440"
"cgd4_1500","cgd4_1500-RA","1","378","125"
"cgd4_1510","cgd4_1510-RA","1","759","252"
"cgd4_1513","cgd4_1513-RA","3","410","120"
"cgd4_1520","cgd4_1520-RA","1","1062","353"
"cgd4_1530","cgd4_1530-RA","1","1530","509"
"cgd4_1540","cgd4_1540-RA","1","1342","247"
"cgd4_1543","cgd4_1543-RA","2","761","129"
"cgd4_1555","cgd4_1555-RA","1","72","N/A"
"cgd4_1556","cgd4_1556-RA","1","72","N/A"
"cgd4_1560","cgd4_1560-RA","1","1255","191"
"cgd4_1570","cgd4_1570-RA","1","2264","375"
"cgd4_1580","cgd4_1580-RA","1","3036","1011"
"cgd4_1590","cgd4_1590-RA","1","7469","2270"
"cgd4_160","cgd4_160-RA","1","882","293"
"cgd4_1600","cgd4_1600-RA","1","3987","1328"
"cgd4_1610","cgd4_1610-RA","1","1806","601"
"cgd4_1620","cgd4_1620-RA","1","2437","400"
"cgd4_1625","cgd4_1625-RA","1","96","N/A"
"cgd4_1630","cgd4_1630-RA","1","639","212"
"cgd4_1640","cgd4_1640-RA","1","1863","620"
"cgd4_1650","cgd4_1650-RA","2","474","105"
"cgd4_1660","cgd4_1660-RA","2","279","92"
"cgd4_1670","cgd4_1670-RA","1","841","199"
"cgd4_1680","cgd4_1680-RA","1","1011","336"
"cgd4_1690","cgd4_1690-RA","1","4704","1567"
"cgd4_170","cgd4_170-RA","1","324","107"
"cgd4_1700","cgd4_1700-RA","2","2376","692"
"cgd4_1710","cgd4_1710-RA","1","4401","1466"
"cgd4_1720","cgd4_1720-RA","1","1254","417"
"cgd4_1730","cgd4_1730-RA","1","2676","882"
"cgd4_1740","cgd4_1740-RA","1","3078","1025"
"cgd4_1750","cgd4_1750-RA","1","333","110"
"cgd4_1760","cgd4_1760-RA","1","1986","661"
"cgd4_1770","cgd4_1770-RA","1","729","242"
"cgd4_1780","cgd4_1780-RA","1","1434","477"
"cgd4_1790","cgd4_1790-RA","1","708","235"
"cgd4_180","cgd4_180-RA","1","4425","1474"
"cgd4_1800","cgd4_1800-RA","1","648","215"
"cgd4_1810","cgd4_1810-RA","1","354","117"
"cgd4_1820","cgd4_1820-RA","1","1956","651"
"cgd4_1830","cgd4_1830-RA","1","456","151"
"cgd4_1840","cgd4_1840-RA","1","2517","830"
"cgd4_1850","cgd4_1850-RA","1","2448","679"
"cgd4_1860","cgd4_1860-RA","1","2149","663"
"cgd4_1870","cgd4_1870-RA","1","669","222"
"cgd4_1880","cgd4_1880-RA","1","3432","1143"
"cgd4_1890","cgd4_1890-RA","1","3493","846"
"cgd4_190","cgd4_190-RA","1","6300","2099"
"cgd4_1900","cgd4_1900-RA","1","432","143"
"cgd4_1910","cgd4_1910-RA","1","1446","481"
"cgd4_1920","cgd4_1920-RA","1","2978","782"
"cgd4_1930","cgd4_1930-RA","1","1455","355"
"cgd4_1940","cgd4_1940-RA","1","522","150"
"cgd4_1950","cgd4_1950-RA","1","735","239"
"cgd4_1960","cgd4_1960-RA","1","1113","357"
"cgd4_1970","cgd4_1970-RA","1","675","224"
"cgd4_1980","cgd4_1980-RA","1","1080","359"
"cgd4_1990","cgd4_1990-RA","1","1522","493"
"cgd4_20","cgd4_20-RA","1","1008","335"
"cgd4_200","cgd4_200-RA","1","5502","1833"
"cgd4_2000","cgd4_2000-RA","1","1464","487"
"cgd4_2010","cgd4_2010-RA","1","1431","476"
"cgd4_2020","cgd4_2020-RA","2","2298","709"
"cgd4_2025","cgd4_2025-RA","1","85","N/A"
"cgd4_2030","cgd4_2030-RA","3","538","142"
"cgd4_2032","cgd4_2032-RA","3","1053","292"
"cgd4_2033","cgd4_2033-RA","1","266","78"
"cgd4_2040","cgd4_2040-RA","2","3070","969"
"cgd4_2053","cgd4_2053-RA","6","837","278"
"cgd4_2070","cgd4_2070-RA","1","1314","437"
"cgd4_2080","cgd4_2080-RA","1","1080","341"
"cgd4_2090","cgd4_2090-RA","1","1752","583"
"cgd4_2093","cgd4_2093-RA","2","324","80"
"cgd4_210","cgd4_210-RA","2","1204","197"
"cgd4_2100","cgd4_2100-RA","1","1356","444"
"cgd4_2103","cgd4_2103-RA","2","691","211"
"cgd4_2110","cgd4_2110-RA","1","1908","635"
"cgd4_2120","cgd4_2120-RA","1","1482","493"
"cgd4_2130","cgd4_2130-RA","1","1029","342"
"cgd4_2140","cgd4_2140-RA","1","1167","388"
"cgd4_2150","cgd4_2150-RA","1","2184","727"
"cgd4_2160","cgd4_2160-RA","5","908","294"
"cgd4_2170","cgd4_2170-RA","1","2331","776"
"cgd4_2180","cgd4_2180-RA","1","3399","1132"
"cgd4_2190","cgd4_2190-RA","1","1653","550"
"cgd4_220","cgd4_220-RA","2","629","162"
"cgd4_2200","cgd4_2200-RA","1","3711","1236"
"cgd4_2210","cgd4_2210-RA","1","2733","899"
"cgd4_2220","cgd4_2220-RA","1","393","130"
"cgd4_2230","cgd4_2230-RA","1","1659","551"
"cgd4_2240","cgd4_2240-RA","1","3966","1321"
"cgd4_2250","cgd4_2250-RA","1","927","308"
"cgd4_2260","cgd4_2260-RA","1","957","310"
"cgd4_2270","cgd4_2270-RA","1","1143","380"
"cgd4_2280","cgd4_2280-RA","1","762","253"
"cgd4_2290","cgd4_2290-RA","3","679","172"
"cgd4_23","cgd4_23-RA","1","281","46"
"cgd4_230","cgd4_230-RA","1","1314","437"
"cgd4_2300","cgd4_2300-RA","1","3204","1062"
"cgd4_2310","cgd4_2310-RA","1","687","228"
"cgd4_2320","cgd4_2320-RA","1","2490","829"
"cgd4_2330","cgd4_2330-RA","1","315","104"
"cgd4_2340","cgd4_2340-RA","1","450","149"
"cgd4_2350","cgd4_2350-RA","1","1053","350"
"cgd4_2360","cgd4_2360-RA","1","1209","355"
"cgd4_2370","cgd4_2370-RA","1","1680","559"
"cgd4_2373","cgd4_2373-RA","1","2388","794"
"cgd4_2380","cgd4_2380-RA","1","1416","471"
"cgd4_2385","cgd4_2385-RA","1","83","N/A"
"cgd4_2390","cgd4_2390-RA","1","2430","809"
"cgd4_240","cgd4_240-RA","1","1302","433"
"cgd4_2400","cgd4_2400-RA","2","569","115"
"cgd4_2410","cgd4_2410-RA","1","1932","643"
"cgd4_2420","cgd4_2420-RA","1","1800","599"
"cgd4_243","cgd4_243-RA","4","331","105"
"cgd4_2430","cgd4_2430-RA","1","2514","837"
"cgd4_2440","cgd4_2440-RA","1","588","195"
"cgd4_2450","cgd4_2450-RA","1","564","187"
"cgd4_2460","cgd4_2460-RA","1","900","299"
"cgd4_2470","cgd4_2470-RA","1","2535","844"
"cgd4_2480","cgd4_2480-RA","1","603","200"
"cgd4_2490","cgd4_2490-RA","1","714","237"
"cgd4_250","cgd4_250-RA","1","1091","261"
"cgd4_2500","cgd4_2500-RA","1","504","167"
"cgd4_2510","cgd4_2510-RA","1","1149","382"
"cgd4_2520","cgd4_2520-RA","1","825","274"
"cgd4_2530","cgd4_2530-RA","1","693","230"
"cgd4_2540","cgd4_2540-RA","1","1206","401"
"cgd4_2550","cgd4_2550-RA","1","1078","353"
"cgd4_2552","cgd4_2552-RA","2","301","90"
"cgd4_2553","cgd4_2553-RA","5","489","162"
"cgd4_2560","cgd4_2560-RA","1","2679","883"
"cgd4_2570","cgd4_2570-RA","1","1497","498"
"cgd4_2575","cgd4_2575-RA","1","74","N/A"
"cgd4_2580","cgd4_2580-RA","1","2445","814"
"cgd4_2590","cgd4_2590-RA","1","1047","348"
"cgd4_260","cgd4_260-RA","1","4655","1359"
"cgd4_2600","cgd4_2600-RA","1","1038","345"
"cgd4_2610","cgd4_2610-RA","1","684","227"
"cgd4_2620","cgd4_2620-RA","1","975","324"
"cgd4_2633","cgd4_2633-RA","2","1272","399"
"cgd4_2650","cgd4_2650-RA","1","1881","626"
