"Gene ID","Sequence Level","Is Top Level","Genomic Sequence","lc_project_id","Location","organismAbbrev","start","end","is_reversed","start_context","end_context"
"cgd6_1050","chromosome","1","CM000434","cryptodb","260738 - 262434 (+)","cparIowaII","260738","262434","+","255738","267434"
"cgd6_1060","chromosome","1","CM000434","cryptodb","262495 - 264171 (-)","cparIowaII","262495","264171","-","257495","269171"
"cgd6_1070","chromosome","1","CM000434","cryptodb","265323 - 266012 (+)","cparIowaII","265323","266012","+","260323","271012"
"cgd6_1080","chromosome","1","CM000434","cryptodb","266434 - 267560 (-)","cparIowaII","266434","267560","-","261434","272560"
"cgd6_1083","chromosome","1","CM000434","cryptodb","269107 - 269581 (-)","cparIowaII","269107","269581","-","264107","274581"
"cgd6_1090","chromosome","1","CM000434","cryptodb","269763 - 271054 (-)","cparIowaII","269763","271054","-","264763","276054"
"cgd6_110","chromosome","1","CM000434","cryptodb","30271 - 31140 (-)","cparIowaII","30271","31140","-","25271","36140"
"cgd6_1100","chromosome","1","CM000434","cryptodb","271684 - 273288 (+)","cparIowaII","271684","273288","+","266684","278288"
"cgd6_1110","chromosome","1","CM000434","cryptodb","273542 - 274918 (-)","cparIowaII","273542","274918","-","268542","279918"
"cgd6_1120","chromosome","1","CM000434","cryptodb","275875 - 278328 (+)","cparIowaII","275875","278328","+","270875","283328"
"cgd6_1125","chromosome","1","CM000434","cryptodb","278456 - 278529 (+)","cparIowaII","278456","278529","+","273456","283529"
"cgd6_1130","chromosome","1","CM000434","cryptodb","278644 - 280470 (-)","cparIowaII","278644","280470","-","273644","285470"
"cgd6_1140","chromosome","1","CM000434","cryptodb","280759 - 283369 (-)","cparIowaII","280759","283369","-","275759","288369"
"cgd6_1150","chromosome","1","CM000434","cryptodb","283532 - 284876 (+)","cparIowaII","283532","284876","+","278532","289876"
"cgd6_1160","chromosome","1","CM000434","cryptodb","285010 - 287136 (-)","cparIowaII","285010","287136","-","280010","292136"
"cgd6_1170","chromosome","1","CM000434","cryptodb","287586 - 288837 (-)","cparIowaII","287586","288837","-","282586","293837"
"cgd6_1180","chromosome","1","CM000434","cryptodb","289177 - 296403 (+)","cparIowaII","289177","296403","+","284177","301403"
"cgd6_1190","chromosome","1","CM000434","cryptodb","296648 - 297391 (+)","cparIowaII","296648","297391","+","291648","302391"
"cgd6_120","chromosome","1","CM000434","cryptodb","31940 - 33385 (+)","cparIowaII","31940","33385","+","26940","38385"
"cgd6_1200","chromosome","1","CM000434","cryptodb","297484 - 298308 (+)","cparIowaII","297484","298308","+","292484","303308"
"cgd6_1210","chromosome","1","CM000434","cryptodb","298377 - 299066 (-)","cparIowaII","298377","299066","-","293377","304066"
"cgd6_1213","chromosome","1","CM000434","cryptodb","298735 - 299205 (+)","cparIowaII","298735","299205","+","293735","304205"
"cgd6_1220","chromosome","1","CM000434","cryptodb","299243 - 299629 (-)","cparIowaII","299243","299629","-","294243","304629"
"cgd6_1230","chromosome","1","CM000434","cryptodb","300209 - 301578 (+)","cparIowaII","300209","301578","+","295209","306578"
"cgd6_1240","chromosome","1","CM000434","cryptodb","301625 - 302092 (-)","cparIowaII","301625","302092","-","296625","307092"
"cgd6_1250","chromosome","1","CM000434","cryptodb","302408 - 304012 (+)","cparIowaII","302408","304012","+","297408","309012"
"cgd6_1260","chromosome","1","CM000434","cryptodb","304135 - 308595 (+)","cparIowaII","304135","308595","+","299135","313595"
"cgd6_1270","chromosome","1","CM000434","cryptodb","308627 - 310399 (-)","cparIowaII","308627","310399","-","303627","315399"
"cgd6_1280","chromosome","1","CM000434","cryptodb","310615 - 315279 (-)","cparIowaII","310615","315279","-","305615","320279"
"cgd6_1290","chromosome","1","CM000434","cryptodb","315664 - 316287 (+)","cparIowaII","315664","316287","+","310664","321287"
"cgd6_130","chromosome","1","CM000434","cryptodb","33720 - 36335 (-)","cparIowaII","33720","36335","-","28720","41335"
"cgd6_1300","chromosome","1","CM000434","cryptodb","316408 - 317472 (+)","cparIowaII","316408","317472","+","311408","322472"
"cgd6_1310","chromosome","1","CM000434","cryptodb","317919 - 319217 (+)","cparIowaII","317919","319217","+","312919","324217"
"cgd6_1320","chromosome","1","CM000434","cryptodb","319319 - 320077 (-)","cparIowaII","319319","320077","-","314319","325077"
"cgd6_1330","chromosome","1","CM000434","cryptodb","320285 - 321864 (-)","cparIowaII","320285","321864","-","315285","326864"
"cgd6_1340","chromosome","1","CM000434","cryptodb","322152 - 325769 (-)","cparIowaII","322152","325769","-","317152","330769"
"cgd6_1350","chromosome","1","CM000434","cryptodb","326265 - 327797 (+)","cparIowaII","326265","327797","+","321265","332797"
"cgd6_1360","chromosome","1","CM000434","cryptodb","328283 - 328906 (-)","cparIowaII","328283","328906","-","323283","333906"
"cgd6_1363","chromosome","1","CM000434","cryptodb","328383 - 328986 (+)","cparIowaII","328383","328986","+","323383","333986"
"cgd6_1370","chromosome","1","CM000434","cryptodb","329195 - 330205 (-)","cparIowaII","329195","330205","-","324195","335205"
"cgd6_1380","chromosome","1","CM000434","cryptodb","330921 - 332243 (+)","cparIowaII","330921","332243","+","325921","337243"
"cgd6_1390","chromosome","1","CM000434","cryptodb","332402 - 333090 (-)","cparIowaII","332402","333090","-","327402","338090"
"cgd6_140","chromosome","1","CM000434","cryptodb","37353 - 40136 (+)","cparIowaII","37353","40136","+","32353","45136"
"cgd6_1400","chromosome","1","CM000434","cryptodb","333235 - 333891 (+)","cparIowaII","333235","333891","+","328235","338891"
"cgd6_1410","chromosome","1","CM000434","cryptodb","333918 - 337268 (+)","cparIowaII","333918","337268","+","328918","342268"
"cgd6_1420","chromosome","1","CM000434","cryptodb","337316 - 339741 (+)","cparIowaII","337316","339741","+","332316","344741"
"cgd6_1430","chromosome","1","CM000434","cryptodb","339946 - 342270 (+)","cparIowaII","339946","342270","+","334946","347270"
"cgd6_1433","chromosome","1","CM000434","cryptodb","342453 - 343376 (-)","cparIowaII","342453","343376","-","337453","348376"
"cgd6_1440","chromosome","1","CM000434","cryptodb","343832 - 345967 (+)","cparIowaII","343832","345967","+","338832","350967"
"cgd6_1450","chromosome","1","CM000434","cryptodb","346205 - 348697 (+)","cparIowaII","346205","348697","+","341205","353697"
"cgd6_1460","chromosome","1","CM000434","cryptodb","348794 - 349879 (-)","cparIowaII","348794","349879","-","343794","354879"
"cgd6_1470","chromosome","1","CM000434","cryptodb","350153 - 352792 (-)","cparIowaII","350153","352792","-","345153","357792"
"cgd6_1480","chromosome","1","CM000434","cryptodb","353003 - 354813 (+)","cparIowaII","353003","354813","+","348003","359813"
"cgd6_1490","chromosome","1","CM000434","cryptodb","354959 - 355546 (+)","cparIowaII","354959","355546","+","349959","360546"
"cgd6_150","chromosome","1","CM000434","cryptodb","40863 - 41747 (+)","cparIowaII","40863","41747","+","35863","46747"
"cgd6_1500","chromosome","1","CM000434","cryptodb","355682 - 356675 (-)","cparIowaII","355682","356675","-","350682","361675"
"cgd6_1510","chromosome","1","CM000434","cryptodb","357440 - 359524 (+)","cparIowaII","357440","359524","+","352440","364524"
"cgd6_1520","chromosome","1","CM000434","cryptodb","359698 - 361383 (+)","cparIowaII","359698","361383","+","354698","366383"
"cgd6_1530","chromosome","1","CM000434","cryptodb","361402 - 363701 (-)","cparIowaII","361402","363701","-","356402","368701"
"cgd6_1540","chromosome","1","CM000434","cryptodb","363895 - 365013 (-)","cparIowaII","363895","365013","-","358895","370013"
"cgd6_1550","chromosome","1","CM000434","cryptodb","365386 - 365967 (-)","cparIowaII","365386","365967","-","360386","370967"
"cgd6_1560","chromosome","1","CM000434","cryptodb","366127 - 367023 (+)","cparIowaII","366127","367023","+","361127","372023"
"cgd6_1570","chromosome","1","CM000434","cryptodb","368614 - 369651 (+)","cparIowaII","368614","369651","+","363614","374651"
"cgd6_1580","chromosome","1","CM000434","cryptodb","369717 - 371165 (-)","cparIowaII","369717","371165","-","364717","376165"
"cgd6_1590","chromosome","1","CM000434","cryptodb","371856 - 375410 (+)","cparIowaII","371856","375410","+","366856","380410"
"cgd6_160","chromosome","1","CM000434","cryptodb","42328 - 44400 (+)","cparIowaII","42328","44400","+","37328","49400"
"cgd6_1600","chromosome","1","CM000434","cryptodb","375815 - 376123 (+)","cparIowaII","375815","376123","+","370815","381123"
"cgd6_1610","chromosome","1","CM000434","cryptodb","377439 - 379214 (+)","cparIowaII","377439","379214","+","372439","384214"
"cgd6_1620","chromosome","1","CM000434","cryptodb","379261 - 380486 (-)","cparIowaII","379261","380486","-","374261","385486"
"cgd6_1623","chromosome","1","CM000434","cryptodb","380759 - 381498 (-)","cparIowaII","380759","381498","-","375759","386498"
"cgd6_1630","chromosome","1","CM000434","cryptodb","381666 - 382499 (+)","cparIowaII","381666","382499","+","376666","387499"
"cgd6_1640","chromosome","1","CM000434","cryptodb","383037 - 384140 (-)","cparIowaII","383037","384140","-","378037","389140"
"cgd6_1650","chromosome","1","CM000434","cryptodb","384460 - 385077 (-)","cparIowaII","384460","385077","-","379460","390077"
"cgd6_1660","chromosome","1","CM000434","cryptodb","385413 - 388793 (+)","cparIowaII","385413","388793","+","380413","393793"
"cgd6_1670","chromosome","1","CM000434","cryptodb","388808 - 390139 (-)","cparIowaII","388808","390139","-","383808","395139"
"cgd6_1680","chromosome","1","CM000434","cryptodb","390260 - 391738 (+)","cparIowaII","390260","391738","+","385260","396738"
"cgd6_1690","chromosome","1","CM000434","cryptodb","391747 - 394131 (-)","cparIowaII","391747","394131","-","386747","399131"
"cgd6_170","chromosome","1","CM000434","cryptodb","44543 - 45486 (-)","cparIowaII","44543","45486","-","39543","50486"
"cgd6_1700","chromosome","1","CM000434","cryptodb","394483 - 395124 (+)","cparIowaII","394483","395124","+","389483","400124"
"cgd6_1710","chromosome","1","CM000434","cryptodb","395149 - 396906 (-)","cparIowaII","395149","396906","-","390149","401906"
"cgd6_1720","chromosome","1","CM000434","cryptodb","397247 - 398092 (+)","cparIowaII","397247","398092","+","392247","403092"
"cgd6_1730","chromosome","1","CM000434","cryptodb","398173 - 398709 (+)","cparIowaII","398173","398709","+","393173","403709"
"cgd6_1740","chromosome","1","CM000434","cryptodb","398797 - 415425 (-)","cparIowaII","398797","415425","-","393797","420425"
"cgd6_1750","chromosome","1","CM000434","cryptodb","415804 - 416796 (-)","cparIowaII","415804","416796","-","410804","421796"
"cgd6_1760","chromosome","1","CM000434","cryptodb","416876 - 419707 (-)","cparIowaII","416876","419707","-","411876","424707"
"cgd6_1770","chromosome","1","CM000434","cryptodb","419877 - 421883 (+)","cparIowaII","419877","421883","+","414877","426883"
"cgd6_1780","chromosome","1","CM000434","cryptodb","422089 - 423834 (-)","cparIowaII","422089","423834","-","417089","428834"
"cgd6_1790","chromosome","1","CM000434","cryptodb","423887 - 426766 (-)","cparIowaII","423887","426766","-","418887","431766"
"cgd6_180","chromosome","1","CM000434","cryptodb","45826 - 47376 (-)","cparIowaII","45826","47376","-","40826","52376"
"cgd6_1800","chromosome","1","CM000434","cryptodb","426863 - 427630 (+)","cparIowaII","426863","427630","+","421863","432630"
"cgd6_1810","chromosome","1","CM000434","cryptodb","427739 - 428413 (+)","cparIowaII","427739","428413","+","422739","433413"
"cgd6_1820","chromosome","1","CM000434","cryptodb","428465 - 429302 (-)","cparIowaII","428465","429302","-","423465","434302"
"cgd6_1830","chromosome","1","CM000434","cryptodb","429447 - 430922 (+)","cparIowaII","429447","430922","+","424447","435922"
"cgd6_1840","chromosome","1","CM000434","cryptodb","430954 - 432672 (-)","cparIowaII","430954","432672","-","425954","437672"
"cgd6_1850","chromosome","1","CM000434","cryptodb","432862 - 433741 (+)","cparIowaII","432862","433741","+","427862","438741"
"cgd6_1860","chromosome","1","CM000434","cryptodb","433925 - 434269 (+)","cparIowaII","433925","434269","+","428925","439269"
"cgd6_1870","chromosome","1","CM000434","cryptodb","434297 - 434821 (+)","cparIowaII","434297","434821","+","429297","439821"
"cgd6_1880","chromosome","1","CM000434","cryptodb","434939 - 435793 (-)","cparIowaII","434939","435793","-","429939","440793"
"cgd6_1890","chromosome","1","CM000434","cryptodb","435968 - 436398 (+)","cparIowaII","435968","436398","+","430968","441398"
"cgd6_190","chromosome","1","CM000434","cryptodb","48415 - 50244 (+)","cparIowaII","48415","50244","+","43415","55244"
"cgd6_1900","chromosome","1","CM000434","cryptodb","436868 - 439012 (+)","cparIowaII","436868","439012","+","431868","444012"
"cgd6_1910","chromosome","1","CM000434","cryptodb","439165 - 439701 (-)","cparIowaII","439165","439701","-","434165","444701"
"cgd6_1920","chromosome","1","CM000434","cryptodb","439761 - 442538 (-)","cparIowaII","439761","442538","-","434761","447538"
"cgd6_1930","chromosome","1","CM000434","cryptodb","442774 - 444588 (+)","cparIowaII","442774","444588","+","437774","449588"
"cgd6_1940","chromosome","1","CM000434","cryptodb","444606 - 447443 (-)","cparIowaII","444606","447443","-","439606","452443"
"cgd6_1950","chromosome","1","CM000434","cryptodb","448427 - 450841 (+)","cparIowaII","448427","450841","+","443427","455841"
"cgd6_1960","chromosome","1","CM000434","cryptodb","451005 - 453434 (+)","cparIowaII","451005","453434","+","446005","458434"
"cgd6_1970","chromosome","1","CM000434","cryptodb","454167 - 461168 (-)","cparIowaII","454167","461168","-","449167","466168"
"cgd6_1980","chromosome","1","CM000434","cryptodb","461486 - 462106 (+)","cparIowaII","461486","462106","+","456486","467106"
"cgd6_1990","chromosome","1","CM000434","cryptodb","462140 - 465175 (-)","cparIowaII","462140","465175","-","457140","470175"
"cgd6_20","chromosome","1","CM000434","cryptodb","8697 - 9905 (-)","cparIowaII","8697","9905","-","3697","14905"
"cgd6_200","chromosome","1","CM000434","cryptodb","50474 - 51847 (-)","cparIowaII","50474","51847","-","45474","56847"
"cgd6_2000","chromosome","1","CM000434","cryptodb","465283 - 470313 (-)","cparIowaII","465283","470313","-","460283","475313"
"cgd6_2010","chromosome","1","CM000434","cryptodb","470588 - 471634 (+)","cparIowaII","470588","471634","+","465588","476634"
"cgd6_2040","chromosome","1","CM000434","cryptodb","473447 - 475615 (-)","cparIowaII","473447","475615","-","468447","480615"
"cgd6_2050","chromosome","1","CM000434","cryptodb","475792 - 476646 (+)","cparIowaII","475792","476646","+","470792","481646"
"cgd6_2060","chromosome","1","CM000434","cryptodb","476991 - 484985 (+)","cparIowaII","476991","484985","+","471991","489985"
"cgd6_2070","chromosome","1","CM000434","cryptodb","485005 - 488325 (-)","cparIowaII","485005","488325","-","480005","493325"
"cgd6_2080","chromosome","1","CM000434","cryptodb","488900 - 493666 (-)","cparIowaII","488900","493666","-","483900","498666"
"cgd6_2085","chromosome","1","CM000434","cryptodb","493979 - 494052 (+)","cparIowaII","493979","494052","+","488979","499052"
"cgd6_2090","chromosome","1","CM000434","cryptodb","494191 - 499080 (-)","cparIowaII","494191","499080","-","489191","504080"
"cgd6_210","chromosome","1","CM000434","cryptodb","52448 - 55999 (-)","cparIowaII","52448","55999","-","47448","60999"
"cgd6_2100","chromosome","1","CM000434","cryptodb","499428 - 504365 (+)","cparIowaII","499428","504365","+","494428","509365"
"cgd6_2110","chromosome","1","CM000434","cryptodb","504515 - 507409 (+)","cparIowaII","504515","507409","+","499515","512409"
"cgd6_2120","chromosome","1","CM000434","cryptodb","507423 - 508067 (-)","cparIowaII","507423","508067","-","502423","513067"
"cgd6_2130","chromosome","1","CM000434","cryptodb","508378 - 509429 (-)","cparIowaII","508378","509429","-","503378","514429"
"cgd6_2140","chromosome","1","CM000434","cryptodb","510140 - 513757 (+)","cparIowaII","510140","513757","+","505140","518757"
"cgd6_2143","chromosome","1","CM000434","cryptodb","513892 - 515427 (+)","cparIowaII","513892","515427","+","508892","520427"
"cgd6_2145","chromosome","1","CM000434","cryptodb","515551 - 515627 (-)","cparIowaII","515551","515627","-","510551","520627"
"cgd6_2150","chromosome","1","CM000434","cryptodb","515992 - 516795 (-)","cparIowaII","515992","516795","-","510992","521795"
"cgd6_2160","chromosome","1","CM000434","cryptodb","516873 - 517529 (+)","cparIowaII","516873","517529","+","511873","522529"
"cgd6_2170","chromosome","1","CM000434","cryptodb","517625 - 518143 (-)","cparIowaII","517625","518143","-","512625","523143"
"cgd6_2180","chromosome","1","CM000434","cryptodb","518359 - 521178 (+)","cparIowaII","518359","521178","+","513359","526178"
"cgd6_2190","chromosome","1","CM000434","cryptodb","521364 - 522590 (+)","cparIowaII","521364","522590","+","516364","527590"
"cgd6_220","chromosome","1","CM000434","cryptodb","56249 - 57080 (-)","cparIowaII","56249","57080","-","51249","62080"
"cgd6_2200","chromosome","1","CM000434","cryptodb","522605 - 524470 (-)","cparIowaII","522605","524470","-","517605","529470"
"cgd6_2210","chromosome","1","CM000434","cryptodb","524705 - 525568 (-)","cparIowaII","524705","525568","-","519705","530568"
"cgd6_2220","chromosome","1","CM000434","cryptodb","526562 - 527593 (+)","cparIowaII","526562","527593","+","521562","532593"
"cgd6_2230","chromosome","1","CM000434","cryptodb","527932 - 529425 (+)","cparIowaII","527932","529425","+","522932","534425"
"cgd6_2240","chromosome","1","CM000434","cryptodb","529630 - 534145 (+)","cparIowaII","529630","534145","+","524630","539145"
"cgd6_2250","chromosome","1","CM000434","cryptodb","534230 - 535426 (-)","cparIowaII","534230","535426","-","529230","540426"
"cgd6_2260","chromosome","1","CM000434","cryptodb","535868 - 538180 (+)","cparIowaII","535868","538180","+","530868","543180"
"cgd6_2270","chromosome","1","CM000434","cryptodb","538257 - 540332 (+)","cparIowaII","538257","540332","+","533257","545332"
"cgd6_2280","chromosome","1","CM000434","cryptodb","540441 - 541730 (+)","cparIowaII","540441","541730","+","535441","546730"
"cgd6_2290","chromosome","1","CM000434","cryptodb","541760 - 543289 (-)","cparIowaII","541760","543289","-","536760","548289"
"cgd6_230","chromosome","1","CM000434","cryptodb","57463 - 58794 (+)","cparIowaII","57463","58794","+","52463","63794"
"cgd6_2300","chromosome","1","CM000434","cryptodb","543733 - 549753 (+)","cparIowaII","543733","549753","+","538733","554753"
"cgd6_2310","chromosome","1","CM000434","cryptodb","549965 - 551041 (+)","cparIowaII","549965","551041","+","544965","556041"
"cgd6_2320","chromosome","1","CM000434","cryptodb","551141 - 556105 (-)","cparIowaII","551141","556105","-","546141","561105"
"cgd6_2330","chromosome","1","CM000434","cryptodb","556628 - 557536 (-)","cparIowaII","556628","557536","-","551628","562536"
"cgd6_2340","chromosome","1","CM000434","cryptodb","557965 - 559764 (+)","cparIowaII","557965","559764","+","552965","564764"
"cgd6_2350","chromosome","1","CM000434","cryptodb","559833 - 560696 (+)","cparIowaII","559833","560696","+","554833","565696"
"cgd6_2360","chromosome","1","CM000434","cryptodb","560698 - 561687 (-)","cparIowaII","560698","561687","-","555698","566687"
"cgd6_2370","chromosome","1","CM000434","cryptodb","562047 - 564155 (+)","cparIowaII","562047","564155","+","557047","569155"
"cgd6_2380","chromosome","1","CM000434","cryptodb","564167 - 565605 (+)","cparIowaII","564167","565605","+","559167","570605"
"cgd6_2390","chromosome","1","CM000434","cryptodb","565632 - 568186 (-)","cparIowaII","565632","568186","-","560632","573186"
"cgd6_240","chromosome","1","CM000434","cryptodb","59087 - 62254 (-)","cparIowaII","59087","62254","-","54087","67254"
"cgd6_2400","chromosome","1","CM000434","cryptodb","568294 - 568648 (-)","cparIowaII","568294","568648","-","563294","573648"
"cgd6_2410","chromosome","1","CM000434","cryptodb","568770 - 569120 (+)","cparIowaII","568770","569120","+","563770","574120"
"cgd6_2420","chromosome","1","CM000434","cryptodb","569149 - 569958 (-)","cparIowaII","569149","569958","-","564149","574958"
"cgd6_2423","chromosome","1","CM000434","cryptodb","570063 - 570379 (+)","cparIowaII","570063","570379","+","565063","575379"
"cgd6_2430","chromosome","1","CM000434","cryptodb","570642 - 571202 (-)","cparIowaII","570642","571202","-","565642","576202"
"cgd6_2440","chromosome","1","CM000434","cryptodb","571412 - 572203 (-)","cparIowaII","571412","572203","-","566412","577203"
"cgd6_2450","chromosome","1","CM000434","cryptodb","572584 - 575289 (-)","cparIowaII","572584","575289","-","567584","580289"
"cgd6_2460","chromosome","1","CM000434","cryptodb","575712 - 576191 (+)","cparIowaII","575712","576191","+","570712","581191"
"cgd6_2470","chromosome","1","CM000434","cryptodb","576391 - 578358 (-)","cparIowaII","576391","578358","-","571391","583358"
"cgd6_2480","chromosome","1","CM000434","cryptodb","578542 - 579570 (+)","cparIowaII","578542","579570","+","573542","584570"
"cgd6_2490","chromosome","1","CM000434","cryptodb","579848 - 582241 (+)","cparIowaII","579848","582241","+","574848","587241"
"cgd6_2495","chromosome","1","CM000434","cryptodb","582486 - 582568 (+)","cparIowaII","582486","582568","+","577486","587568"
"cgd6_250","chromosome","1","CM000434","cryptodb","62852 - 64169 (+)","cparIowaII","62852","64169","+","57852","69169"
"cgd6_2500","chromosome","1","CM000434","cryptodb","582781 - 587235 (+)","cparIowaII","582781","587235","+","577781","592235"
"cgd6_2503","chromosome","1","CM000434","cryptodb","587288 - 587952 (-)","cparIowaII","587288","587952","-","582288","592952"
"cgd6_2510","chromosome","1","CM000434","cryptodb","588105 - 589085 (+)","cparIowaII","588105","589085","+","583105","594085"
"cgd6_2520","chromosome","1","CM000434","cryptodb","589125 - 589899 (-)","cparIowaII","589125","589899","-","584125","594899"
"cgd6_2530","chromosome","1","CM000434","cryptodb","590100 - 591038 (+)","cparIowaII","590100","591038","+","585100","596038"
"cgd6_2550","chromosome","1","CM000434","cryptodb","592373 - 593515 (-)","cparIowaII","592373","593515","-","587373","598515"
"cgd6_2560","chromosome","1","CM000434","cryptodb","594030 - 597434 (+)","cparIowaII","594030","597434","+","589030","602434"
"cgd6_2570","chromosome","1","CM000434","cryptodb","597597 - 598694 (-)","cparIowaII","597597","598694","-","592597","603694"
"cgd6_2580","chromosome","1","CM000434","cryptodb","599477 - 602260 (+)","cparIowaII","599477","602260","+","594477","607260"
"cgd6_2590","chromosome","1","CM000434","cryptodb","602368 - 604026 (-)","cparIowaII","602368","604026","-","597368","609026"
"cgd6_260","chromosome","1","CM000434","cryptodb","64805 - 65956 (+)","cparIowaII","64805","65956","+","59805","70956"
"cgd6_2600","chromosome","1","CM000434","cryptodb","605218 - 607296 (+)","cparIowaII","605218","607296","+","600218","612296"
"cgd6_2610","chromosome","1","CM000434","cryptodb","607743 - 608465 (-)","cparIowaII","607743","608465","-","602743","613465"
"cgd6_2620","chromosome","1","CM000434","cryptodb","609137 - 609928 (+)","cparIowaII","609137","609928","+","604137","614928"
"cgd6_263","chromosome","1","CM000434","cryptodb","65859 - 68190 (-)","cparIowaII","65859","68190","-","60859","73190"
"cgd6_2630","chromosome","1","CM000434","cryptodb","610339 - 615168 (+)","cparIowaII","610339","615168","+","605339","620168"
"cgd6_2635","chromosome","1","CM000434","cryptodb","610993 - 611100 (+)","cparIowaII","610993","611100","+","605993","616100"
"cgd6_2640","chromosome","1","CM000434","cryptodb","615165 - 616874 (-)","cparIowaII","615165","616874","-","610165","621874"
"cgd6_2650","chromosome","1","CM000434","cryptodb","617356 - 618177 (-)","cparIowaII","617356","618177","-","612356","623177"
"cgd6_2660","chromosome","1","CM000434","cryptodb","618318 - 621644 (+)","cparIowaII","618318","621644","+","613318","626644"
"cgd6_2670","chromosome","1","CM000434","cryptodb","621669 - 623141 (-)","cparIowaII","621669","623141","-","616669","628141"
"cgd6_2680","chromosome","1","CM000434","cryptodb","623524 - 626271 (-)","cparIowaII","623524","626271","-","618524","631271"
"cgd6_2690","chromosome","1","CM000434","cryptodb","627932 - 628909 (-)","cparIowaII","627932","628909","-","622932","633909"
"cgd6_2700","chromosome","1","CM000434","cryptodb","629650 - 632223 (+)","cparIowaII","629650","632223","+","624650","637223"
"cgd6_2710","chromosome","1","CM000434","cryptodb","632655 - 634205 (-)","cparIowaII","632655","634205","-","627655","639205"
"cgd6_2720","chromosome","1","CM000434","cryptodb","634806 - 636071 (-)","cparIowaII","634806","636071","-","629806","641071"
"cgd6_273","chromosome","1","CM000434","cryptodb","68282 - 70221 (-)","cparIowaII","68282","70221","-","63282","75221"
"cgd6_2730","chromosome","1","CM000434","cryptodb","636840 - 637613 (+)","cparIowaII","636840","637613","+","631840","642613"
"cgd6_2740","chromosome","1","CM000434","cryptodb","637918 - 638952 (+)","cparIowaII","637918","638952","+","632918","643952"
"cgd6_2750","chromosome","1","CM000434","cryptodb","640116 - 641315 (+)","cparIowaII","640116","641315","+","635116","646315"
"cgd6_2760","chromosome","1","CM000434","cryptodb","641324 - 642409 (+)","cparIowaII","641324","642409","+","636324","647409"
"cgd6_2770","chromosome","1","CM000434","cryptodb","642493 - 643956 (-)","cparIowaII","642493","643956","-","637493","648956"
"cgd6_2780","chromosome","1","CM000434","cryptodb","644413 - 646611 (+)","cparIowaII","644413","646611","+","639413","651611"
"cgd6_2790","chromosome","1","CM000434","cryptodb","646745 - 649018 (-)","cparIowaII","646745","649018","-","641745","654018"
"cgd6_2792","chromosome","1","CM000434","cryptodb","649529 - 649950 (-)","cparIowaII","649529","649950","-","644529","654950"
"cgd6_2793","chromosome","1","CM000434","cryptodb","650294 - 650834 (+)","cparIowaII","650294","650834","+","645294","655834"
"cgd6_2800","chromosome","1","CM000434","cryptodb","650789 - 651904 (-)","cparIowaII","650789","651904","-","645789","656904"
"cgd6_2810","chromosome","1","CM000434","cryptodb","652079 - 654913 (+)","cparIowaII","652079","654913","+","647079","659913"
"cgd6_2820","chromosome","1","CM000434","cryptodb","655036 - 657129 (+)","cparIowaII","655036","657129","+","650036","662129"
"cgd6_2830","chromosome","1","CM000434","cryptodb","657149 - 657799 (-)","cparIowaII","657149","657799","-","652149","662799"
"cgd6_2840","chromosome","1","CM000434","cryptodb","657996 - 659662 (+)","cparIowaII","657996","659662","+","652996","664662"
"cgd6_2850","chromosome","1","CM000434","cryptodb","659941 - 660968 (-)","cparIowaII","659941","660968","-","654941","665968"
"cgd6_2860","chromosome","1","CM000434","cryptodb","661542 - 663635 (+)","cparIowaII","661542","663635","+","656542","668635"
"cgd6_2870","chromosome","1","CM000434","cryptodb","664061 - 664813 (+)","cparIowaII","664061","664813","+","659061","669813"
"cgd6_2880","chromosome","1","CM000434","cryptodb","664859 - 665881 (-)","cparIowaII","664859","665881","-","659859","670881"
"cgd6_2890","chromosome","1","CM000434","cryptodb","666244 - 667464 (+)","cparIowaII","666244","667464","+","661244","672464"
"cgd6_290","chromosome","1","CM000434","cryptodb","71696 - 72649 (-)","cparIowaII","71696","72649","-","66696","77649"
"cgd6_2900","chromosome","1","CM000434","cryptodb","667512 - 668174 (-)","cparIowaII","667512","668174","-","662512","673174"
"cgd6_2910","chromosome","1","CM000434","cryptodb","668227 - 668835 (-)","cparIowaII","668227","668835","-","663227","673835"
"cgd6_2913","chromosome","1","CM000434","cryptodb","669351 - 669935 (+)","cparIowaII","669351","669935","+","664351","674935"
"cgd6_2920","chromosome","1","CM000434","cryptodb","670394 - 671659 (+)","cparIowaII","670394","671659","+","665394","676659"
"cgd6_2930","chromosome","1","CM000434","cryptodb","671820 - 676034 (-)","cparIowaII","671820","676034","-","666820","681034"
"cgd6_2940","chromosome","1","CM000434","cryptodb","676270 - 680673 (+)","cparIowaII","676270","680673","+","671270","685673"
"cgd6_2950","chromosome","1","CM000434","cryptodb","681658 - 684474 (+)","cparIowaII","681658","684474","+","676658","689474"
"cgd6_2960","chromosome","1","CM000434","cryptodb","684848 - 685588 (-)","cparIowaII","684848","685588","-","679848","690588"
"cgd6_2970","chromosome","1","CM000434","cryptodb","686019 - 687779 (-)","cparIowaII","686019","687779","-","681019","692779"
"cgd6_2980","chromosome","1","CM000434","cryptodb","688071 - 688958 (+)","cparIowaII","688071","688958","+","683071","693958"
"cgd6_2990","chromosome","1","CM000434","cryptodb","689607 - 690389 (+)","cparIowaII","689607","690389","+","684607","695389"
