chr;start;end;gene
chr4;733655;738550;cgd4_3100
chr4;738835;741263;cgd4_3110
chr4;741862;743460;cgd4_3120
chr4;743477;744235;cgd4_3130
chr4;744344;745527;cgd4_3140
chr4;745604;748142;cgd4_3150
chr4;748419;749995;cgd4_3160
chr4;750069;750485;cgd4_3170
chr4;750766;752330;cgd4_3180
chr4;752525;753045;cgd4_3190
chr4;753135;753710;cgd4_3193
chr4;9890;11383;cgd4_32
chr4;81699;82272;cgd4_320
chr4;753870;754609;cgd4_3200
chr4;754741;755458;cgd4_3210
chr4;755495;756899;cgd4_3220
chr4;756942;759326;cgd4_3230
chr4;760091;761269;cgd4_3240
chr4;761266;763299;cgd4_3250
chr4;763400;763854;cgd4_3260
chr4;764923;767343;cgd4_3270
chr4;767790;770045;cgd4_3280
chr4;771861;773408;cgd4_3290
chr4;83059;83517;cgd4_330
chr4;774611;775405;cgd4_3300
chr4;775567;777498;cgd4_3310
chr4;777932;778483;cgd4_3313
chr4;778505;780992;cgd4_3320
chr4;781535;784658;cgd4_3330
chr4;785258;787486;cgd4_3340
chr4;788621;789905;cgd4_3350
chr4;790625;792307;cgd4_3360
chr4;792611;793210;cgd4_3370
chr4;793422;794168;cgd4_3380
chr4;794561;798541;cgd4_3390
chr4;83692;85515;cgd4_340
chr4;798953;801578;cgd4_3400
chr4;803121;806256;cgd4_3410
chr4;807429;810299;cgd4_3420
chr4;811153;817539;cgd4_3430
chr4;817710;820097;cgd4_3440
chr4;821305;830094;cgd4_3450
chr4;831237;833465;cgd4_3460
chr4;834026;835351;cgd4_3470
chr4;835841;837187;cgd4_3480
chr4;837221;838831;cgd4_3490
chr4;85918;86763;cgd4_350
chr4;839264;839680;cgd4_3500
chr4;839742;840365;cgd4_3510
chr4;840597;843605;cgd4_3520
chr4;844538;850791;cgd4_3530
chr4;851496;852601;cgd4_3540
chr4;853086;856775;cgd4_3550
chr4;857901;859496;cgd4_3560
chr4;859814;862847;cgd4_3570
chr4;862776;865477;cgd4_3580
chr4;866273;869053;cgd4_3590
chr4;87283;89964;cgd4_360
chr4;869376;872354;cgd4_3600
chr4;872852;874600;cgd4_3610
chr4;875199;875815;cgd4_3620
chr4;876389;880768;cgd4_3630
chr4;881373;882546;cgd4_3640
chr4;882949;884993;cgd4_3650
chr4;885574;886026;cgd4_3660
chr4;887492;889411;cgd4_3670
chr4;889721;891409;cgd4_3680
chr4;892706;895846;cgd4_3690
chr4;90500;92170;cgd4_370
chr4;897323;898090;cgd4_3700
chr4;898429;901668;cgd4_3710
chr4;902735;906688;cgd4_3720
chr4;907689;908314;cgd4_3723
chr4;908424;910080;cgd4_3730
chr4;909330;909861;cgd4_3733
chr4;910358;911122;cgd4_3740
chr4;912169;914109;cgd4_3750
chr4;914874;915476;cgd4_3760
chr4;916442;919564;cgd4_3770
chr4;919761;920129;cgd4_3780
chr4;920935;921936;cgd4_3790
chr4;93000;94733;cgd4_380
chr4;922317;923426;cgd4_3800
chr4;923912;925426;cgd4_3810
chr4;925509;928196;cgd4_3820
chr4;929578;934788;cgd4_3830
chr4;935717;942280;cgd4_3840
chr4;942785;944464;cgd4_3850
chr4;945289;947624;cgd4_3860
chr4;948120;954326;cgd4_3870
chr4;954375;955583;cgd4_3880
chr4;956183;956893;cgd4_3890
chr4;95154;96257;cgd4_390
chr4;956900;957871;cgd4_3900
chr4;960598;961611;cgd4_3910
chr4;964428;965504;cgd4_3920
chr4;965456;966511;cgd4_3930
chr4;966735;967118;cgd4_3940
chr4;968903;972130;cgd4_3950
chr4;972685;973158;cgd4_3960
chr4;973686;976271;cgd4_3970
chr4;977086;979740;cgd4_3980
chr4;979991;981733;cgd4_3990
chr4;980497;980622;cgd4_3995
chr4;11623;13671;cgd4_40
chr4;96659;98712;cgd4_400
chr4;982096;982554;cgd4_4000
chr4;982946;985162;cgd4_4010
chr4;986590;987872;cgd4_4020
chr4;988161;989154;cgd4_4030
chr4;989612;991048;cgd4_4040
chr4;98644;98730;cgd4_405
chr4;992035;993840;cgd4_4050
chr4;994339;997611;cgd4_4060
chr4;997697;998011;cgd4_4070
chr4;998380;999801;cgd4_4080
chr4;1000531;1003722;cgd4_4090
chr4;98930;100087;cgd4_410
chr4;1004816;1005754;cgd4_4100
chr4;1006655;1007620;cgd4_4110
chr4;1008650;1011448;cgd4_4120
chr4;1012442;1013392;cgd4_4130
chr4;1014056;1018393;cgd4_4140
chr4;1019851;1020876;cgd4_4150
chr4;1021737;1023107;cgd4_4160
chr4;1023589;1024050;cgd4_4170
chr4;1024001;1024372;cgd4_4180
chr4;1024488;1024859;cgd4_4190
chr4;100590;101411;cgd4_420
chr4;1025232;1026329;cgd4_4200
chr4;1026816;1029170;cgd4_4210
chr4;1029346;1034490;cgd4_4220
chr4;1034931;1037333;cgd4_4230
chr4;1037652;1041104;cgd4_4240
chr4;1041430;1043338;cgd4_4253
chr4;1043942;1044889;cgd4_4270
chr4;1045424;1046712;cgd4_4280
chr4;1046751;1049390;cgd4_4290
chr4;101524;103743;cgd4_430
chr4;1049810;1052122;cgd4_4300
chr4;1052430;1053521;cgd4_4303
chr4;1054102;1055622;cgd4_4310
chr4;1055778;1058384;cgd4_4320
chr4;1059685;1061430;cgd4_4330
chr4;1062437;1064107;cgd4_4340
chr4;1064610;1067150;cgd4_4350
chr4;1067523;1069496;cgd4_4360
chr4;1070123;1072630;cgd4_4370
chr4;1072944;1073618;cgd4_4380
chr4;1073561;1074677;cgd4_4390
chr4;104416;107859;cgd4_440
chr4;1075335;1076315;cgd4_4400
chr4;1076585;1079729;cgd4_4410
chr4;1079856;1081106;cgd4_4423
chr4;1081550;1085584;cgd4_4440
chr4;1085928;1087610;cgd4_4450
chr4;1088058;1089653;cgd4_4460
chr4;1090295;1092049;cgd4_4470
chr4;1092830;1094059;cgd4_4480
chr4;1095136;1097952;cgd4_4490
chr4;107852;115123;cgd4_450
chr4;1099131;1101460;cgd4_4500
chr4;1102420;1103291;cgd4_4503
chr4;116180;117794;cgd4_460
chr4;117882;118673;cgd4_470
chr4;119046;123077;cgd4_480
chr4;123990;129012;cgd4_490
chr4;13731;14279;cgd4_50
chr4;129551;132704;cgd4_500
chr4;133828;139245;cgd4_510
chr4;141204;142361;cgd4_520
chr4;142556;143707;cgd4_530
chr4;144457;146113;cgd4_540
chr4;146202;147293;cgd4_550
chr4;147999;148916;cgd4_560
chr4;149459;151037;cgd4_570
chr4;152085;154930;cgd4_580
chr4;156397;156786;cgd4_590
chr4;14423;16792;cgd4_60
chr4;157277;159193;cgd4_600
chr4;160341;162674;cgd4_610
chr4;162845;163632;cgd4_620
chr4;17604;18169;cgd4_63
chr4;163623;164222;cgd4_630
chr4;164601;171893;cgd4_640
chr4;172099;178039;cgd4_650
chr4;178291;179201;cgd4_660
chr4;179439;182255;cgd4_670
chr4;182782;184824;cgd4_680
chr4;186505;192309;cgd4_690
chr4;17944;20348;cgd4_70
chr4;192796;194085;cgd4_700
chr4;194610;195284;cgd4_710
chr4;195769;196812;cgd4_720
chr4;197806;199617;cgd4_730
chr4;199497;200304;cgd4_740
chr4;200514;201143;cgd4_743
chr4;201199;203641;cgd4_750
chr4;203671;204632;cgd4_753
chr4;205052;206001;cgd4_760
chr4;206724;211043;cgd4_770
chr4;211840;217233;cgd4_780
chr4;217578;217826;cgd4_790
chr4;20603;23113;cgd4_80
chr4;217884;219329;cgd4_800
chr4;220314;222125;cgd4_810
chr4;222765;224978;cgd4_820
chr4;225070;226047;cgd4_830
chr4;226267;227281;cgd4_840
chr4;227783;234058;cgd4_850
chr4;234598;238877;cgd4_860
chr4;239167;242551;cgd4_870
chr4;242653;244674;cgd4_880
chr4;245557;245885;cgd4_890
chr4;23112;24120;cgd4_90
chr4;246698;249826;cgd4_900
chr4;250370;252022;cgd4_910
chr4;253576;255153;cgd4_920
chr4;255590;258288;cgd4_930
chr4;258992;259873;cgd4_940
chr4;260137;261792;cgd4_950
chr4;261816;262721;cgd4_960
chr4;263065;265638;cgd4_970
chr4;265193;267011;cgd4_980
chr4;267836;268789;cgd4_990
chr5;399947;401212;Cgd5_1900
chr5;670511;670608;Cgd5_2965
chr5;10685;16339;Cgd5_40
chr5;133655;134548;Cgd5_540
chr5;3913;6269;cgd5_10
chr5;31050;34420;cgd5_100
chr5;240510;243116;cgd5_1000
chr5;244398;246713;cgd5_1010
chr5;246793;248313;cgd5_1020
chr5;248449;249651;cgd5_1030
chr5;249966;250613;cgd5_1040
chr5;250651;251883;cgd5_1050
chr5;251884;252543;cgd5_1060
chr5;252748;253509;cgd5_1070
chr5;253695;255035;cgd5_1080
chr5;255455;256570;cgd5_1090
chr5;34633;37201;cgd5_110
chr5;256759;258249;cgd5_1100
chr5;258264;259019;cgd5_1110
chr5;259409;261139;cgd5_1120
chr5;261154;262473;cgd5_1130
chr5;262718;264052;cgd5_1140
chr5;264078;265381;cgd5_1150
chr5;265539;266828;cgd5_1160
chr5;266934;269189;cgd5_1170
chr5;269264;271752;cgd5_1180
chr5;271851;273023;cgd5_1190
chr5;37358;38494;cgd5_120
chr5;273104;275065;cgd5_1200
chr5;275246;276478;cgd5_1210
chr5;277001;278065;cgd5_1220
chr5;278259;279011;cgd5_1230
chr5;279026;281278;cgd5_1240
chr5;281757;284075;cgd5_1250
chr5;284192;285134;cgd5_1260
chr5;285355;286482;cgd5_1270
chr5;286486;289287;cgd5_1280
chr5;289441;291081;cgd5_1290
chr5;39268;45033;cgd5_130
chr5;291182;292360;cgd5_1300
chr5;292454;293269;cgd5_1310
chr5;293550;294653;cgd5_1320
chr5;294914;295675;cgd5_1330
chr5;295838;296659;cgd5_1340
chr5;296656;297051;cgd5_1350
chr5;297063;303134;cgd5_1360
chr5;303204;304382;cgd5_1363
chr5;304428;305333;cgd5_1370
chr5;305393;306448;cgd5_1380
chr5;306780;307718;cgd5_1390
chr5;45071;45776;cgd5_140
chr5;307969;308701;cgd5_1400
chr5;308704;310641;cgd5_1410
chr5;310956;314008;cgd5_1423
chr5;314498;319303;cgd5_1440
chr5;319384;320532;cgd5_1450
chr5;320826;322973;cgd5_1460
chr5;323036;323749;cgd5_1470
chr5;324059;327763;cgd5_1480
chr5;328032;335810;cgd5_1490
chr5;46455;49181;cgd5_150
chr5;335909;336879;cgd5_1500
chr5;337035;339251;cgd5_1510
chr5;339710;340365;cgd5_1520
chr5;341003;341734;cgd5_1530
chr5;341817;343199;cgd5_1540
chr5;343481;343765;cgd5_1550
chr5;343845;344528;cgd5_1560
chr5;344622;345230;cgd5_1570
chr5;345541;347043;cgd5_1580
chr5;347124;348257;cgd5_1590
chr5;49652;50137;cgd5_160
chr5;348397;349485;cgd5_1600
chr5;349491;350456;cgd5_1610
chr5;350464;353238;cgd5_1620
chr5;353407;355065;cgd5_1630
chr5;355319;356248;cgd5_1640
chr5;356822;357379;cgd5_1650
chr5;357544;358494;cgd5_1660
chr5;358601;359700;cgd5_1663
chr5;359928;360401;cgd5_1670
chr5;360652;364731;cgd5_1680
chr5;364672;366406;cgd5_1690
chr5;50997;54854;cgd5_170
chr5;366453;367523;cgd5_1700
chr5;368256;370268;cgd5_1710
chr5;370716;371051;cgd5_1720
chr5;371054;372178;cgd5_1730
chr5;372250;373608;cgd5_1740
chr5;373836;375047;cgd5_1750
chr5;375114;375662;cgd5_1760
chr5;376005;376562;cgd5_1770
chr5;377469;381605;cgd5_1780
chr5;381916;382443;cgd5_1790
chr5;55321;55944;cgd5_180
chr5;383036;385168;cgd5_1800
chr5;385680;386294;cgd5_1810
chr5;386493;387317;cgd5_1820
chr5;387476;387947;cgd5_1823
chr5;388146;389183;cgd5_1830
chr5;389237;391231;cgd5_1840
chr5;391468;393480;cgd5_1850
chr5;393686;395899;cgd5_1860
chr5;395906;396817;cgd5_1870
chr5;396939;398591;cgd5_1880
chr5;398945;399910;cgd5_1890
chr5;56929;57969;cgd5_190
chr5;401509;402891;cgd5_1910
chr5;403221;403847;cgd5_1920
chr5;404060;404998;cgd5_1930
chr5;405352;412887;cgd5_1940
chr5;413552;414430;cgd5_1950
chr5;414502;415851;cgd5_1960
chr5;416203;416574;cgd5_1970
chr5;416895;419543;cgd5_1980
chr5;419572;420341;cgd5_1990
chr5;419572;422695;cgd5_1993
chr5;6771;9053;cgd5_20
chr5;57990;58331;cgd5_200
chr5;423268;425274;cgd5_2000
chr5;425489;427576;cgd5_2010
chr5;427901;429142;cgd5_2020
chr5;429474;430079;cgd5_2030
chr5;430093;431064;cgd5_2040
chr5;431533;433845;cgd5_2050
chr5;434072;435925;cgd5_2060
chr5;436753;443124;cgd5_2070
chr5;443937;449348;cgd5_2080
chr5;449901;451946;cgd5_2090
chr5;58702;61959;cgd5_210
chr5;451994;453778;cgd5_2100
chr5;453846;454592;cgd5_2110
chr5;454733;455536;cgd5_2120
chr5;456052;459279;cgd5_2130
chr5;459862;461580;cgd5_2140
chr5;462634;463695;cgd5_2150
chr5;464139;464609;cgd5_2160
chr5;465523;466019;cgd5_2163
chr5;466101;466649;cgd5_2170
chr5;467078;472181;cgd5_2180
chr5;472607;474228;cgd5_2190
chr5;62047;64729;cgd5_220
chr5;475146;476948;cgd5_2200
chr5;477669;478440;cgd5_2210
chr5;478563;479153;cgd5_2220
chr5;479628;480832;cgd5_2230
chr5;481174;482448;cgd5_2240
chr5;483031;487350;cgd5_2250
chr5;488364;489287;cgd5_2260
chr5;490134;490215;cgd5_2265
chr5;490246;491658;cgd5_2270
chr5;491724;492353;cgd5_2280
chr5;492420;493628;cgd5_2290
chr5;65212;66606;cgd5_230
chr5;493950;494712;cgd5_2300
chr5;494816;499824;cgd5_2310
chr5;500124;500197;cgd5_2315
chr5;500291;500364;cgd5_2316
chr5;501018;501872;cgd5_2320
chr5;501946;503133;cgd5_2330
chr5;503754;505532;cgd5_2340
chr5;505670;507840;cgd5_2343
chr5;506344;507840;cgd5_2350
chr5;508184;508933;cgd5_2360
chr5;509047;509565;cgd5_2370
chr5;509953;511038;cgd5_2380
chr5;511961;513607;cgd5_2390
chr5;67032;67698;cgd5_240
chr5;514037;515005;cgd5_2400
chr5;515321;517210;cgd5_2410
chr5;517542;521456;cgd5_2420
chr5;519738;520573;cgd5_2423
chr5;523263;524166;cgd5_2430
chr5;524440;526893;cgd5_2440
chr5;527284;530763;cgd5_2450
chr5;531274;533847;cgd5_2460
chr5;534143;535480;cgd5_2470
chr5;535708;536260;cgd5_2473
chr5;536858;540082;cgd5_2480
chr5;540832;541808;cgd5_2490
chr5;68036;70223;cgd5_250
chr5;542141;547000;cgd5_2500
chr5;547772;548659;cgd5_2510
chr5;548936;550058;cgd5_2520
chr5;71109;71987;cgd5_253
chr5;550206;553157;cgd5_2530
chr5;553904;557565;cgd5_2540
chr5;557459;559667;cgd5_2550
chr5;559888;562341;cgd5_2560
chr5;562481;563587;cgd5_2570
chr5;564326;565027;cgd5_2580
chr5;565972;567790;cgd5_2590
chr5;73743;76526;cgd5_260
chr5;567917;569772;cgd5_2600
chr5;569998;571456;cgd5_2610
chr5;571677;573911;cgd5_2620
chr5;574264;575070;cgd5_2630
chr5;576213;578426;cgd5_2640
chr5;579325;580125;cgd5_2650
chr5;580346;584167;cgd5_2660
chr5;584492;585938;cgd5_2670
chr5;586257;590101;cgd5_2680
chr5;590166;592576;cgd5_2690
chr5;76438;77697;cgd5_270
chr5;593217;594279;cgd5_2700
chr5;594601;595323;cgd5_2710
chr5;595932;602385;cgd5_2720
chr5;602733;604736;cgd5_2730
chr5;605247;607029;cgd5_2740
chr5;607696;610788;cgd5_2750
chr5;611571;612692;cgd5_2760
chr5;613413;614277;cgd5_2770
chr5;614659;615045;cgd5_2780
chr5;615540;617153;cgd5_2790
chr5;77637;78599;cgd5_280
chr5;618234;618641;cgd5_2800
chr5;619174;621294;cgd5_2810
chr5;621362;622045;cgd5_2820
chr5;623111;630019;cgd5_2830
chr5;630171;638108;cgd5_2840
chr5;638491;639824;cgd5_2843
chr5;640137;642152;cgd5_2850
chr5;642298;645587;cgd5_2860
chr5;646910;647980;cgd5_2870
chr5;648004;650147;cgd5_2880
chr5;650691;651816;cgd5_2890
chr5;78908;79669;cgd5_290
chr5;652478;653764;cgd5_2900
chr5;654091;655620;cgd5_2910
chr5;656146;658794;cgd5_2920
chr5;658920;663835;cgd5_2930
chr5;663602;664393;cgd5_2940
chr5;664282;666368;cgd5_2950
chr5;666729;675086;cgd5_2963
chr5;675327;677621;cgd5_2990
chr5;10174;10578;cgd5_30
chr5;80855;82294;cgd5_300
chr5;677863;679043;cgd5_3000
chr5;679186;681333;cgd5_3010
chr5;681736;684252;cgd5_3020
chr5;684511;685005;cgd5_3030
chr5;685126;685820;cgd5_3040
chr5;686723;687647;cgd5_3050
chr5;687703;688899;cgd5_3060
chr5;689328;692051;cgd5_3073
chr5;692298;692783;cgd5_3090
chr5;82077;84880;cgd5_310
chr5;693579;697847;cgd5_3100
chr5;698482;707163;cgd5_3110
chr5;708337;709521;cgd5_3120
chr5;709549;723891;cgd5_3130
chr5;724552;731452;cgd5_3140
chr5;735027;735098;cgd5_3145
chr5;735608;736889;cgd5_3160
chr5;738180;738638;cgd5_3170
chr5;739394;740425;cgd5_3180
chr5;740713;741594;cgd5_3190
chr5;85022;86443;cgd5_320
chr5;742647;745092;cgd5_3200
chr5;745520;749296;cgd5_3210
chr5;750126;751058;cgd5_3220
chr5;751512;752177;cgd5_3230
chr5;752982;753054;cgd5_3235
chr5;753109;754654;cgd5_3243
chr5;754751;755266;cgd5_3260
chr5;756308;757664;cgd5_3270
chr5;758591;759001;cgd5_3280
chr5;759060;759964;cgd5_3290
chr5;87296;90799;cgd5_330
chr5;760672;767279;cgd5_3300
chr5;767542;769121;cgd5_3310
chr5;769296;769625;cgd5_3320
chr5;769873;770734;cgd5_3330
chr5;771153;772534;cgd5_3340
chr5;773124;774111;cgd5_3350
chr5;774215;774880;cgd5_3360
chr5;775378;778437;cgd5_3370
chr5;779414;781299;cgd5_3380
chr5;781691;792820;cgd5_3390
chr5;91231;92199;cgd5_340
chr5;792856;794376;cgd5_3400
chr5;795220;796707;cgd5_3410
chr5;797242;808851;cgd5_3420
chr5;809156;810427;cgd5_3430
chr5;810725;811036;cgd5_3440
chr5;811217;812039;cgd5_3450
chr5;812480;814676;cgd5_3460
chr5;814822;816132;cgd5_3470
chr5;816200;817689;cgd5_3480
chr5;817999;818892;cgd5_3490
chr5;92426;93136;cgd5_350
chr5;819187;820632;cgd5_3500
chr5;821226;821930;cgd5_3510
chr5;822087;822428;cgd5_3520
chr5;822694;823257;cgd5_3530
chr5;823635;824132;cgd5_3533
chr5;824364;826310;cgd5_3540
chr5;826610;827347;cgd5_3550
chr5;827527;829825;cgd5_3560
chr5;830375;834847;cgd5_3570
chr5;835402;836424;cgd5_3580
chr5;836638;837967;cgd5_3590
chr5;94171;95807;cgd5_360
chr5;838480;839853;cgd5_3600
chr5;842020;844015;cgd5_3603
chr5;844231;845758;cgd5_3610
chr5;846092;849015;cgd5_3620
chr5;849396;850476;cgd5_3630
chr5;850855;851631;cgd5_3640
chr5;851951;853296;cgd5_3650
chr5;853417;853977;cgd5_3660
chr5;854010;855299;cgd5_3670
chr5;855564;856727;cgd5_3680
chr5;856997;858174;cgd5_3690
chr5;96338;97931;cgd5_370
chr5;858477;860558;cgd5_3700
chr5;861116;861834;cgd5_3710
chr5;862479;862874;cgd5_3720
chr5;862959;864374;cgd5_3730
chr5;864803;865234;cgd5_3740
chr5;865743;866910;cgd5_3750
chr5;867266;867706;cgd5_3760
chr5;867830;869827;cgd5_3770
chr5;870326;871177;cgd5_3780
chr5;871253;871870;cgd5_3790
chr5;97990;98604;cgd5_380
chr5;872337;873514;cgd5_3800
chr5;874235;875278;cgd5_3810
chr5;876713;878044;cgd5_3820
chr5;878801;881332;cgd5_3823
chr5;881447;881986;cgd5_3830
chr5;882196;882717;cgd5_3840
chr5;884674;887574;cgd5_3850
chr5;888094;888468;cgd5_3860
chr5;888593;891148;cgd5_3870
chr5;891544;892800;cgd5_3880
chr5;892805;893779;cgd5_3890
chr5;99061;103207;cgd5_390
chr5;894477;897635;cgd5_3900
chr5;898004;899560;cgd5_3910
chr5;899648;900743;cgd5_3920
chr5;900843;901415;cgd5_3930
chr5;902240;904556;cgd5_3940
chr5;903212;903289;cgd5_3945
chr5;904880;905803;cgd5_3950
chr5;906564;907664;cgd5_3960
chr5;909173;910442;cgd5_3963
chr5;910371;911303;cgd5_3970
chr5;911694;913430;cgd5_3980
chr5;914342;916534;cgd5_3990
chr5;103870;106923;cgd5_400
chr5;917062;919095;cgd5_4000
chr5;919570;920811;cgd5_4010
chr5;921042;921497;cgd5_4020
chr5;922542;924155;cgd5_4030
chr5;924426;926924;cgd5_4040
chr5;927732;928658;cgd5_4050
chr5;928816;929412;cgd5_4060
chr5;929663;930902;cgd5_4070
chr5;932175;933530;cgd5_4080
chr5;934680;938795;cgd5_4090
chr5;107073;108116;cgd5_410
chr5;938972;940882;cgd5_4100
chr5;941598;943007;cgd5_4110
chr5;943098;943688;cgd5_4120
chr5;944085;944858;cgd5_4130
chr5;945568;946422;cgd5_4140
chr5;946864;949215;cgd5_4150
chr5;949600;950562;cgd5_4160
chr5;951566;953077;cgd5_4170
chr5;953847;954886;cgd5_4173
chr5;957763;959019;cgd5_4180
chr5;959274;961839;cgd5_4190
chr5;109548;113846;cgd5_420
chr5;962009;962492;cgd5_4200
chr5;963041;964155;cgd5_4210
chr5;964603;966216;cgd5_4220
chr5;967322;970411;cgd5_4230
chr5;971574;973958;cgd5_4240
chr5;975355;978023;cgd5_4250
chr5;978260;979735;cgd5_4260
chr5;980145;981737;cgd5_4270
chr5;981932;983416;cgd5_4280
chr5;983447;987211;cgd5_4290
chr5;114187;114481;cgd5_430
chr5;987636;989942;cgd5_4300
chr5;989984;991414;cgd5_4310
chr5;992065;992586;cgd5_4320
chr5;992759;993442;cgd5_4330
chr5;993554;993907;cgd5_4340
chr5;994155;997504;cgd5_4350
chr5;997697;1002185;cgd5_4360
chr5;1002504;1005063;cgd5_4370
chr5;1005316;1005801;cgd5_4380
chr5;1007134;1009524;cgd5_4390
chr5;115516;116067;cgd5_440
chr5;1009992;1012038;cgd5_4400
chr5;1012277;1013236;cgd5_4410
chr5;1013736;1015241;cgd5_4420
chr5;1015520;1018672;cgd5_4430
chr5;1018878;1019486;cgd5_4440
chr5;1019827;1023117;cgd5_4450
chr5;1023555;1024577;cgd5_4460
chr5;1025381;1027351;cgd5_4470
chr5;1027762;1034523;cgd5_4480
chr5;1034616;1042691;cgd5_4490
chr5;116776;117997;cgd5_450
chr5;1042849;1044048;cgd5_4500
chr5;1045448;1046236;cgd5_4510
chr5;1046459;1048655;cgd5_4520
chr5;118428;118851;cgd5_453
chr5;1048666;1049484;cgd5_4530
chr5;1052933;1053964;cgd5_4540
chr5;1054875;1055300;cgd5_4550
chr5;1058710;1060041;cgd5_4560
chr5;1060327;1061426;cgd5_4570
chr5;1069943;1070718;cgd5_4580
chr5;1072860;1073618;cgd5_4590
chr5;119048;120133;cgd5_460
chr5;1074263;1074997;cgd5_4600
chr5;1075546;1076325;cgd5_4610
chr5;120144;120677;cgd5_470
chr5;121183;121905;cgd5_480
chr5;121908;123023;cgd5_490
chr5;16600;19535;cgd5_50
chr5;123315;124159;cgd5_500
chr5;124234;129363;cgd5_510
chr5;130065;131285;cgd5_520
chr5;131612;131687;cgd5_525
chr5;132168;133525;cgd5_530
chr5;135865;138873;cgd5_550
chr5;138995;141818;cgd5_560
chr5;142317;142724;cgd5_570
chr5;142741;145725;cgd5_580
chr5;145346;146419;cgd5_590
chr5;19587;20518;cgd5_60
chr5;146673;147929;cgd5_600
chr5;147932;152003;cgd5_610
chr5;152194;152931;cgd5_620
chr5;153067;154374;cgd5_630
chr5;154612;156124;cgd5_640
chr5;156582;158761;cgd5_650
chr5;159111;159713;cgd5_660
chr5;159815;161254;cgd5_670
chr5;161703;162958;cgd5_680
chr5;163332;165530;cgd5_690
chr5;20614;24230;cgd5_70
chr5;166892;168415;cgd5_700
chr5;169177;171118;cgd5_710
chr5;171408;173278;cgd5_720
chr5;173712;181030;cgd5_730
chr5;179330;179438;cgd5_735
chr5;181128;182540;cgd5_740
chr5;183078;184984;cgd5_743
chr5;185236;187080;cgd5_750
chr5;187172;189692;cgd5_760
chr5;189769;190407;cgd5_770
chr5;190926;194648;cgd5_780
chr5;194666;195788;cgd5_783
chr5;196226;197872;cgd5_790
chr5;25004;27420;cgd5_80
chr5;197925;199538;cgd5_800
chr5;199808;206824;cgd5_810
chr5;207068;209212;cgd5_820
chr5;209660;212365;cgd5_830
chr5;213283;214221;cgd5_840
chr5;214590;214967;cgd5_850
chr5;215099;215695;cgd5_860
chr5;216366;216941;cgd5_870
chr5;217251;218628;cgd5_880
chr5;219247;222105;cgd5_890
chr5;28635;30947;cgd5_90
chr5;222134;224076;cgd5_900
chr5;224107;225192;cgd5_910
chr5;225419;228190;cgd5_920
chr5;228276;229066;cgd5_923
chr5;229142;229773;cgd5_930
chr5;229927;230385;cgd5_940
chr5;230915;232192;cgd5_950
chr5;232218;232952;cgd5_960
chr5;233326;233940;cgd5_970
chr5;234117;234917;cgd5_980
chr5;234674;240969;cgd5_990
chr6;590972;592387;Cgd6_2540
chr6;70795;71611;Cgd6_280
chr6;1123711;1124587;Cgd6_4720
chr6;1125291;1125943;Cgd6_4723
chr6;4914;6063;cgd6_10
chr6;29168;30154;cgd6_100
chr6;251482;252453;cgd6_1000
chr6;252665;254812;cgd6_1010
chr6;255822;256784;cgd6_1020
chr6;256848;259177;cgd6_1030
chr6;259815;260360;cgd6_1040
chr6;260738;262434;cgd6_1050
chr6;262495;264171;cgd6_1060
chr6;265323;266012;cgd6_1070
chr6;266434;267560;cgd6_1080
chr6;269107;269581;cgd6_1083
chr6;269763;271054;cgd6_1090
chr6;30271;31140;cgd6_110
chr6;271684;273288;cgd6_1100
chr6;273542;274918;cgd6_1110
chr6;275875;278328;cgd6_1120
chr6;278456;278529;cgd6_1125
chr6;278644;280470;cgd6_1130
chr6;280759;283369;cgd6_1140
chr6;283532;284876;cgd6_1150
chr6;285010;287136;cgd6_1160
chr6;287586;288837;cgd6_1170
chr6;289177;296403;cgd6_1180
chr6;296648;297391;cgd6_1190
chr6;31940;33385;cgd6_120
chr6;297484;298308;cgd6_1200
chr6;298377;299066;cgd6_1210
chr6;298735;299205;cgd6_1213
chr6;299243;299629;cgd6_1220
chr6;300209;301578;cgd6_1230
chr6;301625;302092;cgd6_1240
chr6;302408;304012;cgd6_1250
chr6;304135;308595;cgd6_1260
chr6;308627;310399;cgd6_1270
chr6;310615;315279;cgd6_1280
chr6;315664;316287;cgd6_1290
chr6;33720;36335;cgd6_130
chr6;316408;317472;cgd6_1300
chr6;317919;319217;cgd6_1310
chr6;319319;320077;cgd6_1320
chr6;320285;321864;cgd6_1330
chr6;322152;325769;cgd6_1340
chr6;326265;327797;cgd6_1350
chr6;328283;328906;cgd6_1360
chr6;328383;328986;cgd6_1363
chr6;329195;330205;cgd6_1370
chr6;330921;332243;cgd6_1380
chr6;332402;333090;cgd6_1390
chr6;37353;40136;cgd6_140
chr6;333235;333891;cgd6_1400
chr6;333918;337268;cgd6_1410
chr6;337316;339741;cgd6_1420
chr6;339946;342270;cgd6_1430
chr6;342453;343376;cgd6_1433
chr6;343832;345967;cgd6_1440
chr6;346205;348697;cgd6_1450
chr6;348794;349879;cgd6_1460
chr6;350153;352792;cgd6_1470
chr6;353003;354813;cgd6_1480
chr6;354959;355546;cgd6_1490
chr6;40863;41747;cgd6_150
chr6;355682;356675;cgd6_1500
chr6;357440;359524;cgd6_1510
chr6;359698;361383;cgd6_1520
chr6;361402;363701;cgd6_1530
chr6;363895;365013;cgd6_1540
