gene;start;end;state;chromosome;chr;color
cgd5_2680;586257;590101;Unknown function;5;chr5;1
cgd5_2690;590166;592576;Unknown function;5;chr5;1
cgd5_270;76438;77697;Unknown function;5;chr5;1
cgd5_2700;593217;594279;Unknown function;5;chr5;1
cgd5_2710;594601;595323;Unknown function;5;chr5;1
cgd5_2720;595932;602385;Unknown function;5;chr5;1
cgd5_2730;602733;604736;Unknown function;5;chr5;1
cgd5_2740;605247;607029;Known function;5;chr5;2
cgd5_2750;607696;610788;Known function;5;chr5;2
cgd5_2760;611571;612692;Unknown function;5;chr5;1
cgd5_2770;613413;614277;Known function;5;chr5;2
cgd5_2780;614659;615045;Known function;5;chr5;2
cgd5_2790;615540;617153;Known function;5;chr5;2
cgd5_280;77637;78599;Known function;5;chr5;2
cgd5_2800;618234;618641;Known function;5;chr5;2
cgd5_2810;619174;621294;Known function;5;chr5;2
cgd5_2820;621362;622045;Unknown function;5;chr5;1
cgd5_2830;623111;630019;Known function;5;chr5;2
cgd5_2840;630171;638108;Known function;5;chr5;2
cgd5_2843;638491;639824;Known function;5;chr5;2
cgd5_2850;640137;642152;Unknown function;5;chr5;1
cgd5_2860;642298;645587;Unknown function;5;chr5;1
cgd5_2870;646910;647980;Known function;5;chr5;2
cgd5_2880;648004;650147;Known function;5;chr5;2
cgd5_2890;650691;651816;Unknown function;5;chr5;1
cgd5_290;78908;79669;Known function;5;chr5;2
cgd5_2900;652478;653764;Known function;5;chr5;2
cgd5_2910;654091;655620;Known function;5;chr5;2
cgd5_2920;656146;658794;Known function;5;chr5;2
cgd5_2930;658920;663835;Known function;5;chr5;2
cgd5_2940;663602;664393;Known function;5;chr5;2
cgd5_2950;664282;666368;Known function;5;chr5;2
cgd5_2963;666729;675086;Known function;5;chr5;2
cgd5_2990;675327;677621;Known function;5;chr5;2
cgd5_30;10174;10578;Unknown function;5;chr5;1
cgd5_300;80855;82294;Unknown function;5;chr5;1
cgd5_3000;677863;679043;Known function;5;chr5;2
cgd5_3010;679186;681333;Known function;5;chr5;2
cgd5_3020;681736;684252;Known function;5;chr5;2
cgd5_3030;684511;685005;Unknown function;5;chr5;1
cgd5_3040;685126;685820;Known function;5;chr5;2
cgd5_3050;686723;687647;Known function;5;chr5;2
cgd5_3060;687703;688899;Unknown function;5;chr5;1
cgd5_3073;689328;692051;Known function;5;chr5;2
cgd5_3090;692298;692783;Known function;5;chr5;2
cgd5_310;82077;84880;Known function;5;chr5;2
cgd5_3100;693579;697847;Known function;5;chr5;2
cgd5_3110;698482;707163;Known function;5;chr5;2
cgd5_3120;708337;709521;Known function;5;chr5;2
cgd5_3130;709549;723891;Known function;5;chr5;2
cgd5_3140;724552;731452;Known function;5;chr5;2
cgd5_3145;735027;735098;Unknown function;5;chr5;1
cgd5_3160;735608;736889;Known function;5;chr5;2
cgd5_3170;738180;738638;Known function;5;chr5;2
cgd5_3180;739394;740425;Known function;5;chr5;2
cgd5_3190;740713;741594;Unknown function;5;chr5;1
cgd5_320;85022;86443;Known function;5;chr5;2
cgd5_3200;742647;745092;Known function;5;chr5;2
cgd5_3210;745520;749296;Unknown function;5;chr5;1
cgd5_3220;750126;751058;Known function;5;chr5;2
cgd5_3230;751512;752177;Known function;5;chr5;2
cgd5_3235;752982;753054;Unknown function;5;chr5;1
cgd5_3243;753109;754654;Unknown function;5;chr5;1
cgd5_3260;754751;755266;Known function;5;chr5;2
cgd5_3270;756308;757664;Known function;5;chr5;2
cgd5_3280;758591;759001;Unknown function;5;chr5;1
cgd5_3290;759060;759964;Known function;5;chr5;2
cgd5_330;87296;90799;Unknown function;5;chr5;1
cgd5_3300;760672;767279;Known function;5;chr5;2
cgd5_3310;767542;769121;Known function;5;chr5;2
cgd5_3320;769296;769625;Unknown function;5;chr5;1
cgd5_3330;769873;770734;Known function;5;chr5;2
cgd5_3340;771153;772534;Known function;5;chr5;2
cgd5_3350;773124;774111;Known function;5;chr5;2
cgd5_3360;774215;774880;Known function;5;chr5;2
cgd5_3370;775378;778437;Unknown function;5;chr5;1
cgd5_3380;779414;781299;Known function;5;chr5;2
cgd5_3390;781691;792820;Unknown function;5;chr5;1
cgd5_340;91231;92199;Unknown function;5;chr5;1
cgd5_3400;792856;794376;Known function;5;chr5;2
cgd5_3410;795220;796707;Known function;5;chr5;2
cgd5_3420;797242;808851;Known function;5;chr5;2
cgd5_3430;809156;810427;Known function;5;chr5;2
cgd5_3440;810725;811036;Unknown function;5;chr5;1
cgd5_3450;811217;812039;Known function;5;chr5;2
cgd5_3460;812480;814676;Known function;5;chr5;2
cgd5_3470;814822;816132;Known function;5;chr5;2
cgd5_3480;816200;817689;Known function;5;chr5;2
cgd5_3490;817999;818892;Known function;5;chr5;2
cgd5_350;92426;93136;Unknown function;5;chr5;1
cgd5_3500;819187;820632;Known function;5;chr5;2
cgd5_3510;821226;821930;Known function;5;chr5;2
cgd5_3520;822087;822428;Known function;5;chr5;2
cgd5_3530;822694;823257;Known function;5;chr5;2
cgd5_3533;823635;824132;Unknown function;5;chr5;1
cgd5_3540;824364;826310;Known function;5;chr5;2
cgd5_3550;826610;827347;Known function;5;chr5;2
cgd5_3560;827527;829825;Known function;5;chr5;2
cgd5_3570;830375;834847;Known function;5;chr5;2
cgd5_3580;835402;836424;Known function;5;chr5;2
cgd5_3590;836638;837967;Known function;5;chr5;2
cgd5_360;94171;95807;Known function;5;chr5;2
cgd5_3600;838480;839853;Known function;5;chr5;2
cgd5_3603;842020;844015;Unknown function;5;chr5;1
cgd5_3610;844231;845758;Unknown function;5;chr5;1
cgd5_3620;846092;849015;Known function;5;chr5;2
cgd5_3630;849396;850476;Known function;5;chr5;2
cgd5_3640;850855;851631;Unknown function;5;chr5;1
cgd5_3650;851951;853296;Known function;5;chr5;2
cgd5_3660;853417;853977;Known function;5;chr5;2
cgd5_3670;854010;855299;Unknown function;5;chr5;1
cgd5_3680;855564;856727;Known function;5;chr5;2
cgd5_3690;856997;858174;Known function;5;chr5;2
cgd5_370;96338;97931;Unknown function;5;chr5;1
cgd5_3700;858477;860558;Known function;5;chr5;2
cgd5_3710;861116;861834;Known function;5;chr5;2
cgd5_3720;862479;862874;Known function;5;chr5;2
cgd5_3730;862959;864374;Known function;5;chr5;2
cgd5_3740;864803;865234;Known function;5;chr5;2
cgd5_3750;865743;866910;Known function;5;chr5;2
cgd5_3760;867266;867706;Unknown function;5;chr5;1
cgd5_3770;867830;869827;Known function;5;chr5;2
cgd5_3780;870326;871177;Known function;5;chr5;2
cgd5_3790;871253;871870;Known function;5;chr5;2
cgd5_380;97990;98604;Unknown function;5;chr5;1
cgd5_3800;872337;873514;Known function;5;chr5;2
cgd5_3810;874235;875278;Unknown function;5;chr5;1
cgd5_3820;876713;878044;Known function;5;chr5;2
cgd5_3823;878801;881332;Known function;5;chr5;2
cgd5_3830;881447;881986;Unknown function;5;chr5;1
cgd5_3840;882196;882717;Known function;5;chr5;2
cgd5_3850;884674;887574;Known function;5;chr5;2
cgd5_3860;888094;888468;Unknown function;5;chr5;1
cgd5_3870;888593;891148;Known function;5;chr5;2
cgd5_3880;891544;892800;Unknown function;5;chr5;1
cgd5_3890;892805;893779;Known function;5;chr5;2
cgd5_390;99061;103207;Known function;5;chr5;2
cgd5_3900;894477;897635;Known function;5;chr5;2
cgd5_3910;898004;899560;Known function;5;chr5;2
cgd5_3920;899648;900743;Known function;5;chr5;2
cgd5_3930;900843;901415;Unknown function;5;chr5;1
cgd5_3940;902240;904556;Known function;5;chr5;2
cgd5_3945;903212;903289;Unknown function;5;chr5;1
cgd5_3950;904880;905803;Known function;5;chr5;2
cgd5_3960;906564;907664;Known function;5;chr5;2
cgd5_3963;909173;910442;Unknown function;5;chr5;1
cgd5_3970;910371;911303;Known function;5;chr5;2
cgd5_3980;911694;913430;Unknown function;5;chr5;1
cgd5_3990;914342;916534;Known function;5;chr5;2
cgd5_400;103870;106923;Known function;5;chr5;2
cgd5_4000;917062;919095;Unknown function;5;chr5;1
cgd5_4010;919570;920811;Unknown function;5;chr5;1
cgd5_4020;921042;921497;Unknown function;5;chr5;1
cgd5_4030;922542;924155;Unknown function;5;chr5;1
cgd5_4040;924426;926924;Unknown function;5;chr5;1
cgd5_4050;927732;928658;Unknown function;5;chr5;1
cgd5_4060;928816;929412;Known function;5;chr5;2
cgd5_4070;929663;930902;Known function;5;chr5;2
cgd5_4080;932175;933530;Known function;5;chr5;2
cgd5_4090;934680;938795;Known function;5;chr5;2
cgd5_410;107073;108116;Known function;5;chr5;2
cgd5_4100;938972;940882;Unknown function;5;chr5;1
cgd5_4110;941598;943007;Known function;5;chr5;2
cgd5_4120;943098;943688;Unknown function;5;chr5;1
cgd5_4130;944085;944858;Unknown function;5;chr5;1
cgd5_4140;945568;946422;Unknown function;5;chr5;1
cgd5_4150;946864;949215;Unknown function;5;chr5;1
cgd5_4160;949600;950562;Unknown function;5;chr5;1
cgd5_4170;951566;953077;Known function;5;chr5;2
cgd5_4173;953847;954886;Known function;5;chr5;2
cgd5_4180;957763;959019;Known function;5;chr5;2
cgd5_4190;959274;961839;Unknown function;5;chr5;1
cgd5_420;109548;113846;Unknown function;5;chr5;1
cgd5_4200;962009;962492;Known function;5;chr5;2
cgd5_4210;963041;964155;Known function;5;chr5;2
cgd5_4220;964603;966216;Known function;5;chr5;2
cgd5_4230;967322;970411;Known function;5;chr5;2
cgd5_4240;971574;973958;Known function;5;chr5;2
cgd5_4250;975355;978023;Unknown function;5;chr5;1
cgd5_4260;978260;979735;Known function;5;chr5;2
cgd5_4270;980145;981737;Unknown function;5;chr5;1
cgd5_4280;981932;983416;Unknown function;5;chr5;1
cgd5_4290;983447;987211;Known function;5;chr5;2
cgd5_430;114187;114481;Unknown function;5;chr5;1
cgd5_4300;987636;989942;Unknown function;5;chr5;1
cgd5_4310;989984;991414;Unknown function;5;chr5;1
cgd5_4320;992065;992586;Known function;5;chr5;2
cgd5_4330;992759;993442;Known function;5;chr5;2
cgd5_4340;993554;993907;Unknown function;5;chr5;1
cgd5_4350;994155;997504;Unknown function;5;chr5;1
cgd5_4360;997697;1002185;Known function;5;chr5;2
cgd5_4370;1002504;1005063;Known function;5;chr5;2
cgd5_4380;1005316;1005801;Known function;5;chr5;2
cgd5_4390;1007134;1009524;Known function;5;chr5;2
cgd5_440;115516;116067;Known function;5;chr5;2
cgd5_4400;1009992;1012038;Known function;5;chr5;2
cgd5_4410;1012277;1013236;Known function;5;chr5;2
cgd5_4420;1013736;1015241;Known function;5;chr5;2
cgd5_4430;1015520;1018672;Known function;5;chr5;2
cgd5_4440;1018878;1019486;Known function;5;chr5;2
cgd5_4450;1019827;1023117;Unknown function;5;chr5;1
cgd5_4460;1023555;1024577;Unknown function;5;chr5;1
cgd5_4470;1025381;1027351;Known function;5;chr5;2
cgd5_4480;1027762;1034523;Known function;5;chr5;2
cgd5_4490;1034616;1042691;Known function;5;chr5;2
cgd5_450;116776;117997;Known function;5;chr5;2
cgd5_4500;1042849;1044048;Known function;5;chr5;2
cgd5_4510;1045448;1046236;Unknown function;5;chr5;1
cgd5_4520;1046459;1048655;Known function;5;chr5;2
cgd5_453;118428;118851;Unknown function;5;chr5;1
cgd5_4530;1048666;1049484;Unknown function;5;chr5;1
cgd5_4540;1052933;1053964;Known function;5;chr5;2
cgd5_4550;1054875;1055300;Unknown function;5;chr5;1
cgd5_4560;1058710;1060041;Known function;5;chr5;2
cgd5_4570;1060327;1061426;Unknown function;5;chr5;1
cgd5_4580;1069943;1070718;Known function;5;chr5;2
cgd5_4590;1072860;1073618;Known function;5;chr5;2
cgd5_460;119048;120133;Known function;5;chr5;2
cgd5_4600;1074263;1074997;Known function;5;chr5;2
cgd5_4610;1075546;1076325;Known function;5;chr5;2
cgd5_470;120144;120677;Unknown function;5;chr5;1
cgd5_480;121183;121905;Known function;5;chr5;2
cgd5_490;121908;123023;Known function;5;chr5;2
cgd5_50;16600;19535;Unknown function;5;chr5;1
cgd5_500;123315;124159;Known function;5;chr5;2
cgd5_510;124234;129363;Known function;5;chr5;2
cgd5_520;130065;131285;Known function;5;chr5;2
cgd5_525;131612;131687;Unknown function;5;chr5;1
cgd5_530;132168;133525;Known function;5;chr5;2
cgd5_550;135865;138873;Known function;5;chr5;2
cgd5_560;138995;141818;Known function;5;chr5;2
cgd5_570;142317;142724;Unknown function;5;chr5;1
cgd5_580;142741;145725;Unknown function;5;chr5;1
cgd5_590;145346;146419;Unknown function;5;chr5;1
cgd5_60;19587;20518;Known function;5;chr5;2
cgd5_600;146673;147929;Known function;5;chr5;2
cgd5_610;147932;152003;Known function;5;chr5;2
cgd5_620;152194;152931;Known function;5;chr5;2
cgd5_630;153067;154374;Known function;5;chr5;2
cgd5_640;154612;156124;Known function;5;chr5;2
cgd5_650;156582;158761;Known function;5;chr5;2
cgd5_660;159111;159713;Known function;5;chr5;2
cgd5_670;159815;161254;Known function;5;chr5;2
cgd5_680;161703;162958;Known function;5;chr5;2
cgd5_690;163332;165530;Known function;5;chr5;2
cgd5_70;20614;24230;Known function;5;chr5;2
cgd5_700;166892;168415;Known function;5;chr5;2
cgd5_710;169177;171118;Known function;5;chr5;2
cgd5_720;171408;173278;Known function;5;chr5;2
cgd5_730;173712;181030;Known function;5;chr5;2
cgd5_735;179330;179438;Unknown function;5;chr5;1
cgd5_740;181128;182540;Known function;5;chr5;2
cgd5_743;183078;184984;Unknown function;5;chr5;1
cgd5_750;185236;187080;Known function;5;chr5;2
cgd5_760;187172;189692;Unknown function;5;chr5;1
cgd5_770;189769;190407;Unknown function;5;chr5;1
cgd5_780;190926;194648;Known function;5;chr5;2
cgd5_783;194666;195788;Unknown function;5;chr5;1
cgd5_790;196226;197872;Known function;5;chr5;2
cgd5_80;25004;27420;Unknown function;5;chr5;1
cgd5_800;197925;199538;Unknown function;5;chr5;1
cgd5_810;199808;206824;Known function;5;chr5;2
cgd5_820;207068;209212;Known function;5;chr5;2
cgd5_830;209660;212365;Known function;5;chr5;2
cgd5_840;213283;214221;Known function;5;chr5;2
cgd5_850;214590;214967;Known function;5;chr5;2
cgd5_860;215099;215695;Unknown function;5;chr5;1
cgd5_870;216366;216941;Known function;5;chr5;2
cgd5_880;217251;218628;Known function;5;chr5;2
cgd5_890;219247;222105;Known function;5;chr5;2
cgd5_90;28635;30947;Unknown function;5;chr5;1
cgd5_900;222134;224076;Known function;5;chr5;2
cgd5_910;224107;225192;Unknown function;5;chr5;1
cgd5_920;225419;228190;Known function;5;chr5;2
cgd5_923;228276;229066;Unknown function;5;chr5;1
cgd5_930;229142;229773;Known function;5;chr5;2
cgd5_940;229927;230385;Known function;5;chr5;2
cgd5_950;230915;232192;Known function;5;chr5;2
cgd5_960;232218;232952;Known function;5;chr5;2
cgd5_970;233326;233940;Known function;5;chr5;2
cgd5_980;234117;234917;Unknown function;5;chr5;1
cgd5_990;234674;240969;Known function;5;chr5;2
cgd6_10;4914;6063;Unknown function;6;chr6;1
cgd6_100;29168;30154;Known function;6;chr6;2
cgd6_1000;251482;252453;Unknown function;6;chr6;1
cgd6_1010;252665;254812;Known function;6;chr6;2
cgd6_1020;255822;256784;Known function;6;chr6;2
cgd6_1030;256848;259177;Unknown function;6;chr6;1
cgd6_1040;259815;260360;Known function;6;chr6;2
cgd6_1050;260738;262434;Known function;6;chr6;2
cgd6_1060;262495;264171;Known function;6;chr6;2
cgd6_1070;265323;266012;Unknown function;6;chr6;1
cgd6_1080;266434;267560;Known function;6;chr6;2
cgd6_1083;269107;269581;Unknown function;6;chr6;1
cgd6_1090;269763;271054;Known function;6;chr6;2
cgd6_110;30271;31140;Known function;6;chr6;2
cgd6_1100;271684;273288;Unknown function;6;chr6;1
cgd6_1110;273542;274918;Unknown function;6;chr6;1
cgd6_1120;275875;278328;Unknown function;6;chr6;1
cgd6_1125;278456;278529;Unknown function;6;chr6;1
cgd6_1130;278644;280470;Unknown function;6;chr6;1
cgd6_1140;280759;283369;Known function;6;chr6;2
cgd6_1150;283532;284876;Unknown function;6;chr6;1
cgd6_1160;285010;287136;Unknown function;6;chr6;1
cgd6_1170;287586;288837;Unknown function;6;chr6;1
cgd6_1180;289177;296403;Unknown function;6;chr6;1
cgd6_1190;296648;297391;Known function;6;chr6;2
cgd6_120;31940;33385;Known function;6;chr6;2
cgd6_1200;297484;298308;Known function;6;chr6;2
cgd6_1210;298377;299066;Known function;6;chr6;2
cgd6_1213;298735;299205;Unknown function;6;chr6;1
cgd6_1220;299243;299629;Unknown function;6;chr6;1
cgd6_1230;300209;301578;Known function;6;chr6;2
cgd6_1240;301625;302092;Unknown function;6;chr6;1
cgd6_1250;302408;304012;Known function;6;chr6;2
cgd6_1260;304135;308595;Unknown function;6;chr6;1
cgd6_1270;308627;310399;Known function;6;chr6;2
cgd6_1280;310615;315279;Unknown function;6;chr6;1
cgd6_1290;315664;316287;Known function;6;chr6;2
cgd6_130;33720;36335;Known function;6;chr6;2
cgd6_1300;316408;317472;Known function;6;chr6;2
cgd6_1310;317919;319217;Known function;6;chr6;2
cgd6_1320;319319;320077;Unknown function;6;chr6;1
cgd6_1330;320285;321864;Known function;6;chr6;2
cgd6_1340;322152;325769;Known function;6;chr6;2
cgd6_1350;326265;327797;Unknown function;6;chr6;1
cgd6_1360;328283;328906;Unknown function;6;chr6;1
cgd6_1363;328383;328986;Unknown function;6;chr6;1
cgd6_1370;329195;330205;Known function;6;chr6;2
cgd6_1380;330921;332243;Known function;6;chr6;2
cgd6_1390;332402;333090;Known function;6;chr6;2
cgd6_140;37353;40136;Known function;6;chr6;2
cgd6_1400;333235;333891;Unknown function;6;chr6;1
cgd6_1410;333918;337268;Known function;6;chr6;2
cgd6_1420;337316;339741;Known function;6;chr6;2
cgd6_1430;339946;342270;Known function;6;chr6;2
cgd6_1433;342453;343376;Unknown function;6;chr6;1
cgd6_1440;343832;345967;Unknown function;6;chr6;1
cgd6_1450;346205;348697;Known function;6;chr6;2
cgd6_1460;348794;349879;Known function;6;chr6;2
cgd6_1470;350153;352792;Known function;6;chr6;2
cgd6_1480;353003;354813;Unknown function;6;chr6;1
cgd6_1490;354959;355546;Known function;6;chr6;2
cgd6_150;40863;41747;Unknown function;6;chr6;1
cgd6_1500;355682;356675;Known function;6;chr6;2
cgd6_1510;357440;359524;Unknown function;6;chr6;1
cgd6_1520;359698;361383;Known function;6;chr6;2
cgd6_1530;361402;363701;Known function;6;chr6;2
cgd6_1540;363895;365013;Known function;6;chr6;2
cgd6_1550;365386;365967;Known function;6;chr6;2
cgd6_1560;366127;367023;Known function;6;chr6;2
cgd6_1570;368614;369651;Known function;6;chr6;2
cgd6_1580;369717;371165;Known function;6;chr6;2
cgd6_1590;371856;375410;Known function;6;chr6;2
cgd6_160;42328;44400;Unknown function;6;chr6;1
cgd6_1600;375815;376123;Known function;6;chr6;2
cgd6_1610;377439;379214;Unknown function;6;chr6;1
cgd6_1620;379261;380486;Unknown function;6;chr6;1
cgd6_1623;380759;381498;Unknown function;6;chr6;1
cgd6_1630;381666;382499;Known function;6;chr6;2
cgd6_1640;383037;384140;Unknown function;6;chr6;1
cgd6_1650;384460;385077;Known function;6;chr6;2
cgd6_1660;385413;388793;Known function;6;chr6;2
cgd6_1670;388808;390139;Known function;6;chr6;2
cgd6_1680;390260;391738;Known function;6;chr6;2
cgd6_1690;391747;394131;Unknown function;6;chr6;1
cgd6_170;44543;45486;Known function;6;chr6;2
cgd6_1700;394483;395124;Known function;6;chr6;2
cgd6_1710;395149;396906;Known function;6;chr6;2
cgd6_1720;397247;398092;Unknown function;6;chr6;1
cgd6_1730;398173;398709;Known function;6;chr6;2
cgd6_1740;398797;415425;Known function;6;chr6;2
cgd6_1750;415804;416796;Known function;6;chr6;2
cgd6_1760;416876;419707;Known function;6;chr6;2
cgd6_1770;419877;421883;Known function;6;chr6;2
cgd6_1780;422089;423834;Known function;6;chr6;2
cgd6_1790;423887;426766;Known function;6;chr6;2
cgd6_180;45826;47376;Known function;6;chr6;2
cgd6_1800;426863;427630;Known function;6;chr6;2
cgd6_1810;427739;428413;Unknown function;6;chr6;1
cgd6_1820;428465;429302;Known function;6;chr6;2
cgd6_1830;429447;430922;Known function;6;chr6;2
cgd6_1840;430954;432672;Known function;6;chr6;2
cgd6_1850;432862;433741;Known function;6;chr6;2
cgd6_1860;433925;434269;Unknown function;6;chr6;1
cgd6_1870;434297;434821;Known function;6;chr6;2
cgd6_1880;434939;435793;Known function;6;chr6;2
cgd6_1890;435968;436398;Unknown function;6;chr6;1
cgd6_190;48415;50244;Known function;6;chr6;2
cgd6_1900;436868;439012;Known function;6;chr6;2
cgd6_1910;439165;439701;Known function;6;chr6;2
cgd6_1920;439761;442538;Known function;6;chr6;2
cgd6_1930;442774;444588;Unknown function;6;chr6;1
cgd6_1940;444606;447443;Known function;6;chr6;2
cgd6_1950;448427;450841;Known function;6;chr6;2
cgd6_1960;451005;453434;Known function;6;chr6;2
cgd6_1970;454167;461168;Unknown function;6;chr6;1
cgd6_1980;461486;462106;Unknown function;6;chr6;1
cgd6_1990;462140;465175;Unknown function;6;chr6;1
cgd6_20;8697;9905;Known function;6;chr6;2
cgd6_200;50474;51847;Known function;6;chr6;2
cgd6_2000;465283;470313;Unknown function;6;chr6;1
cgd6_2010;470588;471634;Known function;6;chr6;2
cgd6_2040;473447;475615;Known function;6;chr6;2
cgd6_2050;475792;476646;Known function;6;chr6;2
cgd6_2060;476991;484985;Known function;6;chr6;2
cgd6_2070;485005;488325;Known function;6;chr6;2
cgd6_2080;488900;493666;Known function;6;chr6;2
cgd6_2085;493979;494052;Unknown function;6;chr6;1
cgd6_2090;494191;499080;Known function;6;chr6;2
cgd6_210;52448;55999;Known function;6;chr6;2
cgd6_2100;499428;504365;Unknown function;6;chr6;1
cgd6_2110;504515;507409;Unknown function;6;chr6;1
cgd6_2120;507423;508067;Unknown function;6;chr6;1
cgd6_2130;508378;509429;Known function;6;chr6;2
cgd6_2140;510140;513757;Known function;6;chr6;2
cgd6_2143;513892;515427;Known function;6;chr6;2
cgd6_2145;515551;515627;Unknown function;6;chr6;1
cgd6_2150;515992;516795;Known function;6;chr6;2
cgd6_2160;516873;517529;Unknown function;6;chr6;1
cgd6_2170;517625;518143;Known function;6;chr6;2
cgd6_2180;518359;521178;Known function;6;chr6;2
cgd6_2190;521364;522590;Known function;6;chr6;2
cgd6_220;56249;57080;Known function;6;chr6;2
cgd6_2200;522605;524470;Known function;6;chr6;2
cgd6_2210;524705;525568;Known function;6;chr6;2
cgd6_2220;526562;527593;Known function;6;chr6;2
cgd6_2230;527932;529425;Known function;6;chr6;2
cgd6_2240;529630;534145;Known function;6;chr6;2
cgd6_2250;534230;535426;Known function;6;chr6;2
cgd6_2260;535868;538180;Known function;6;chr6;2
cgd6_2270;538257;540332;Unknown function;6;chr6;1
cgd6_2280;540441;541730;Known function;6;chr6;2
cgd6_2290;541760;543289;Known function;6;chr6;2
cgd6_230;57463;58794;Known function;6;chr6;2
cgd6_2300;543733;549753;Known function;6;chr6;2
cgd6_2310;549965;551041;Known function;6;chr6;2
cgd6_2320;551141;556105;Known function;6;chr6;2
cgd6_2330;556628;557536;Unknown function;6;chr6;1
cgd6_2340;557965;559764;Known function;6;chr6;2
cgd6_2350;559833;560696;Known function;6;chr6;2
cgd6_2360;560698;561687;Known function;6;chr6;2
cgd6_2370;562047;564155;Known function;6;chr6;2
cgd6_2380;564167;565605;Known function;6;chr6;2
cgd6_2390;565632;568186;Known function;6;chr6;2
cgd6_240;59087;62254;Known function;6;chr6;2
cgd6_2400;568294;568648;Known function;6;chr6;2
cgd6_2410;568770;569120;Known function;6;chr6;2
cgd6_2420;569149;569958;Known function;6;chr6;2
cgd6_2423;570063;570379;Unknown function;6;chr6;1
cgd6_2430;570642;571202;Known function;6;chr6;2
cgd6_2440;571412;572203;Unknown function;6;chr6;1
cgd6_2450;572584;575289;Known function;6;chr6;2
cgd6_2460;575712;576191;Known function;6;chr6;2
cgd6_2470;576391;578358;Known function;6;chr6;2
cgd6_2480;578542;579570;Known function;6;chr6;2
cgd6_2490;579848;582241;Known function;6;chr6;2
cgd6_2495;582486;582568;Unknown function;6;chr6;1
cgd6_250;62852;64169;Known function;6;chr6;2
cgd6_2500;582781;587235;Unknown function;6;chr6;1
cgd6_2503;587288;587952;Unknown function;6;chr6;1
cgd6_2510;588105;589085;Known function;6;chr6;2
cgd6_2520;589125;589899;Known function;6;chr6;2
cgd6_2530;590100;591038;Known function;6;chr6;2
cgd6_2550;592373;593515;Known function;6;chr6;2
cgd6_2560;594030;597434;Unknown function;6;chr6;1
cgd6_2570;597597;598694;Known function;6;chr6;2
cgd6_2580;599477;602260;Unknown function;6;chr6;1
cgd6_2590;602368;604026;Known function;6;chr6;2
cgd6_260;64805;65956;Known function;6;chr6;2
cgd6_2600;605218;607296;Unknown function;6;chr6;1
cgd6_2610;607743;608465;Known function;6;chr6;2
cgd6_2620;609137;609928;Known function;6;chr6;2
cgd6_263;65859;68190;Known function;6;chr6;2
cgd6_2630;610339;615168;Unknown function;6;chr6;1
cgd6_2635;610993;611100;Unknown function;6;chr6;1
cgd6_2640;615165;616874;Known function;6;chr6;2
cgd6_2650;617356;618177;Known function;6;chr6;2
cgd6_2660;618318;621644;Known function;6;chr6;2
cgd6_2670;621669;623141;Unknown function;6;chr6;1
cgd6_2680;623524;626271;Unknown function;6;chr6;1
cgd6_2690;627932;628909;Known function;6;chr6;2
cgd6_2700;629650;632223;Known function;6;chr6;2
cgd6_2710;632655;634205;Unknown function;6;chr6;1
cgd6_2720;634806;636071;Unknown function;6;chr6;1
cgd6_273;68282;70221;Known function;6;chr6;2
cgd6_2730;636840;637613;Known function;6;chr6;2
cgd6_2740;637918;638952;Known function;6;chr6;2
cgd6_2750;640116;641315;Known function;6;chr6;2
cgd6_2760;641324;642409;Unknown function;6;chr6;1
cgd6_2770;642493;643956;Known function;6;chr6;2
cgd6_2780;644413;646611;Unknown function;6;chr6;1
cgd6_2790;646745;649018;Known function;6;chr6;2
cgd6_2792;649529;649950;Known function;6;chr6;2
cgd6_2793;650294;650834;Known function;6;chr6;2
cgd6_2800;650789;651904;Known function;6;chr6;2
cgd6_2810;652079;654913;Known function;6;chr6;2
cgd6_2820;655036;657129;Known function;6;chr6;2
cgd6_2830;657149;657799;Known function;6;chr6;2
cgd6_2840;657996;659662;Known function;6;chr6;2
cgd6_2850;659941;660968;Unknown function;6;chr6;1
cgd6_2860;661542;663635;Unknown function;6;chr6;1
cgd6_2870;664061;664813;Unknown function;6;chr6;1
cgd6_2880;664859;665881;Unknown function;6;chr6;1
cgd6_2890;666244;667464;Unknown function;6;chr6;1
cgd6_290;71696;72649;Unknown function;6;chr6;1
cgd6_2900;667512;668174;Known function;6;chr6;2
cgd6_2910;668227;668835;Unknown function;6;chr6;1
cgd6_2913;669351;669935;Unknown function;6;chr6;1
cgd6_2920;670394;671659;Unknown function;6;chr6;1
cgd6_2930;671820;676034;Known function;6;chr6;2
cgd6_2940;676270;680673;Known function;6;chr6;2
cgd6_2950;681658;684474;Known function;6;chr6;2
cgd6_2960;684848;685588;Known function;6;chr6;2
cgd6_2970;686019;687779;Known function;6;chr6;2
cgd6_2980;688071;688958;Known function;6;chr6;2
cgd6_2990;689607;690389;Unknown function;6;chr6;1
cgd6_30;10961;11782;Unknown function;6;chr6;1
cgd6_300;73060;73722;Unknown function;6;chr6;1
cgd6_3000;690513;691482;Known function;6;chr6;2
cgd6_3010;691946;694431;Known function;6;chr6;2
cgd6_3020;695287;696570;Unknown function;6;chr6;1
cgd6_3030;696887;701221;Known function;6;chr6;2
cgd6_3040;701430;702734;Known function;6;chr6;2
cgd6_3050;703182;707242;Unknown function;6;chr6;1
cgd6_3060;707708;708459;Unknown function;6;chr6;1
