"Gene ID","Ontology","GO ID","Is Not","GO Term Name","Source","Evidence Code","Reference","Support for Evidence Code Assignment","sort_key","Transcript ID(s)"
"cgd6_2793","Biological Process","GO:0006614","N/A","SRP-dependent cotranslational protein targeting to membrane","Interpro","IEA","N/A","N/A","BGO:0006614","cgd6_2793-RA"
"cgd6_2793","Cellular Component","GO:0005786","N/A","signal recognition particle, endoplasmic reticulum targeting","Interpro","IEA","N/A","N/A","CGO:0005786","cgd6_2793-RA"
"cgd6_2793","Cellular Component","GO:0048500","N/A","signal recognition particle","Interpro","IEA","N/A","N/A","CGO:0048500","cgd6_2793-RA"
"cgd6_2793","Molecular Function","GO:0008312","N/A","7S RNA binding","Interpro","IEA","N/A","N/A","MGO:0008312","cgd6_2793-RA"
"cgd6_2793","Molecular Function","GO:0030942","N/A","endoplasmic reticulum signal peptide binding","Interpro","IEA","N/A","N/A","MGO:0030942","cgd6_2793-RA"
"cgd6_2800","Molecular Function","GO:0005525","N/A","GTP binding","Interpro","IEA","N/A","N/A","MGO:0005525","cgd6_2800-RA"
"cgd6_2830","Cellular Component","GO:0005634","N/A","nucleus","Interpro","IEA","N/A","N/A","CGO:0005634","cgd6_2830-RA"
"cgd6_2830","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd6_2830-RA"
"cgd6_2830","Molecular Function","GO:0008270","N/A","zinc ion binding","Interpro","IEA","N/A","N/A","MGO:0008270","cgd6_2830-RA"
"cgd6_2900","Biological Process","GO:0006486","N/A","protein glycosylation","Interpro","IEA","N/A","N/A","BGO:0006486","cgd6_2900-RA"
"cgd6_2900","Molecular Function","GO:0016757","N/A","transferase activity, transferring glycosyl groups","Interpro","IEA","N/A","N/A","MGO:0016757","cgd6_2900-RA"
"cgd6_2930","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd6_2930-RA"
"cgd6_2970","Biological Process","GO:0006418","N/A","tRNA aminoacylation for protein translation","Interpro","IEA","N/A","N/A","BGO:0006418","cgd6_2970-RA"
"cgd6_2970","Molecular Function","GO:0000166","N/A","nucleotide binding","Interpro","IEA","N/A","N/A","MGO:0000166","cgd6_2970-RA"
"cgd6_2970","Molecular Function","GO:0004812","N/A","aminoacyl-tRNA ligase activity","Interpro","IEA","N/A","N/A","MGO:0004812","cgd6_2970-RA"
"cgd6_2970","Molecular Function","GO:0004831","N/A","tyrosine-tRNA ligase activity","Interpro","IEA","N/A","N/A","MGO:0004831","cgd6_2970-RA"
"cgd6_2970","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd6_2970-RA"
"cgd6_3000","Molecular Function","GO:0009055","N/A","electron transfer activity","Interpro","IEA","N/A","N/A","MGO:0009055","cgd6_3000-RA"
"cgd6_3000","Molecular Function","GO:0051536","N/A","iron-sulfur cluster binding","Interpro","IEA","N/A","N/A","MGO:0051536","cgd6_3000-RA"
"cgd6_3010","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd6_3010-RA"
"cgd6_3010","Molecular Function","GO:0003723","N/A","RNA binding","Interpro","IEA","N/A","N/A","MGO:0003723","cgd6_3010-RA"
"cgd6_3040","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_3040-RA"
"cgd6_3140","Biological Process","GO:0032012","N/A","regulation of ARF protein signal transduction","Interpro","IEA","N/A","N/A","BGO:0032012","cgd6_3140-RA"
"cgd6_3140","Molecular Function","GO:0005086","N/A","ARF guanyl-nucleotide exchange factor activity","Interpro","IEA","N/A","N/A","MGO:0005086","cgd6_3140-RA"
"cgd6_3150","Biological Process","GO:0000077","N/A","DNA damage checkpoint","Interpro","IEA","N/A","N/A","BGO:0000077","cgd6_3150-RA"
"cgd6_3150","Cellular Component","GO:0030896","N/A","checkpoint clamp complex","Interpro","IEA","N/A","N/A","CGO:0030896","cgd6_3150-RA"
"cgd6_3180","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd6_3180-RA"
"cgd6_3180","Cellular Component","GO:0005840","N/A","ribosome","Interpro","IEA","N/A","N/A","CGO:0005840","cgd6_3180-RA"
"cgd6_3180","Cellular Component","GO:0015935","N/A","small ribosomal subunit","Interpro","IEA","N/A","N/A","CGO:0015935","cgd6_3180-RA"
"cgd6_3180","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd6_3180-RA"
"cgd6_3190","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd6_3190-RA"
"cgd6_3190","Cellular Component","GO:0005840","N/A","ribosome","Interpro","IEA","N/A","N/A","CGO:0005840","cgd6_3190-RA"
"cgd6_3190","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd6_3190-RA"
"cgd6_320","Biological Process","GO:0015693","N/A","magnesium ion transport","Interpro","IEA","N/A","N/A","BGO:0015693","cgd6_320-RA"
"cgd6_320","Cellular Component","GO:0016021","N/A","integral component of membrane","Interpro","IEA","N/A","N/A","CGO:0016021","cgd6_320-RA"
"cgd6_320","Molecular Function","GO:0015095","N/A","magnesium ion transmembrane transporter activity","Interpro","IEA","N/A","N/A","MGO:0015095","cgd6_320-RA"
"cgd6_3210","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd6_3210-RA"
"cgd6_3210","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd6_3210-RA"
"cgd6_3220","Molecular Function","GO:0003924","N/A","GTPase activity","Interpro","IEA","N/A","N/A","MGO:0003924","cgd6_3220-RA"
"cgd6_3220","Molecular Function","GO:0005525","N/A","GTP binding","Interpro","IEA","N/A","N/A","MGO:0005525","cgd6_3220-RA"
"cgd6_3230","Biological Process","GO:0006364","N/A","rRNA processing","Interpro","IEA","N/A","N/A","BGO:0006364","cgd6_3230-RA"
"cgd6_3230","Molecular Function","GO:0003723","N/A","RNA binding","Interpro","IEA","N/A","N/A","MGO:0003723","cgd6_3230-RA"
"cgd6_3230","Molecular Function","GO:0008168","N/A","methyltransferase activity","Interpro","IEA","N/A","N/A","MGO:0008168","cgd6_3230-RA"
"cgd6_3230","Molecular Function","GO:0008757","N/A","S-adenosylmethionine-dependent methyltransferase activity","Interpro","IEA","N/A","N/A","MGO:0008757","cgd6_3230-RA"
"cgd6_3240","Biological Process","GO:0016255","N/A","attachment of GPI anchor to protein","Interpro","IEA","N/A","N/A","BGO:0016255","cgd6_3240-RA"
"cgd6_3240","Cellular Component","GO:0042765","N/A","GPI-anchor transamidase complex","Interpro","IEA","N/A","N/A","CGO:0042765","cgd6_3240-RA"
"cgd6_3270","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_3270-RA"
"cgd6_3280","Biological Process","GO:0005975","N/A","carbohydrate metabolic process","Interpro","IEA","N/A","N/A","BGO:0005975","cgd6_3280-RA"
"cgd6_3280","Biological Process","GO:0005978","N/A","glycogen biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0005978","cgd6_3280-RA"
"cgd6_3280","Molecular Function","GO:0003824","N/A","catalytic activity","Interpro","IEA","N/A","N/A","MGO:0003824","cgd6_3280-RA"
"cgd6_3280","Molecular Function","GO:0003844","N/A","1,4-alpha-glucan branching enzyme activity","Interpro","IEA","N/A","N/A","MGO:0003844","cgd6_3280-RA"
"cgd6_3280","Molecular Function","GO:0004553","N/A","hydrolase activity, hydrolyzing O-glycosyl compounds","Interpro","IEA","N/A","N/A","MGO:0004553","cgd6_3280-RA"
"cgd6_3280","Molecular Function","GO:0043169","N/A","cation binding","Interpro","IEA","N/A","N/A","MGO:0043169","cgd6_3280-RA"
"cgd6_3290","Biological Process","GO:0006351","N/A","transcription, DNA-templated","Interpro","IEA","N/A","N/A","BGO:0006351","cgd6_3290-RA"
"cgd6_3290","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd6_3290-RA"
"cgd6_3290","Molecular Function","GO:0003899","N/A","DNA-directed 5'-3' RNA polymerase activity","Interpro","IEA","N/A","N/A","MGO:0003899","cgd6_3290-RA"
"cgd6_3300","Molecular Function","GO:0046872","N/A","metal ion binding","Interpro","IEA","N/A","N/A","MGO:0046872","cgd6_3300-RA"
"cgd6_3340","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd6_3340-RA"
"cgd6_3340","Cellular Component","GO:0005622","N/A","intracellular","Interpro","IEA","N/A","N/A","CGO:0005622","cgd6_3340-RA"
"cgd6_3340","Cellular Component","GO:0005840","N/A","ribosome","Interpro","IEA","N/A","N/A","CGO:0005840","cgd6_3340-RA"
"cgd6_3340","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd6_3340-RA"
"cgd6_3370","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_3370-RA"
"cgd6_3380","Biological Process","GO:0006415","N/A","translational termination","Interpro","IEA","N/A","N/A","BGO:0006415","cgd6_3380-RA"
"cgd6_3380","Cellular Component","GO:0005737","N/A","cytoplasm","Interpro","IEA","N/A","N/A","CGO:0005737","cgd6_3380-RA"
"cgd6_3380","Molecular Function","GO:0003747","N/A","translation release factor activity","Interpro","IEA","N/A","N/A","MGO:0003747","cgd6_3380-RA"
"cgd6_3400","Biological Process","GO:0006468","N/A","protein phosphorylation","Interpro","IEA","N/A","N/A","BGO:0006468","cgd6_3400-RA"
"cgd6_3400","Molecular Function","GO:0004672","N/A","protein kinase activity","Interpro","IEA","N/A","N/A","MGO:0004672","cgd6_3400-RA"
"cgd6_3400","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd6_3400-RA"
"cgd6_3410","Biological Process","GO:0000226","N/A","microtubule cytoskeleton organization","Interpro","IEA","N/A","N/A","BGO:0000226","cgd6_3410-RA"
"cgd6_3410","Biological Process","GO:0007020","N/A","microtubule nucleation","Interpro","IEA","N/A","N/A","BGO:0007020","cgd6_3410-RA"
"cgd6_3410","Cellular Component","GO:0000922","N/A","spindle pole","Interpro","IEA","N/A","N/A","CGO:0000922","cgd6_3410-RA"
"cgd6_3410","Cellular Component","GO:0005815","N/A","microtubule organizing center","Interpro","IEA","N/A","N/A","CGO:0005815","cgd6_3410-RA"
"cgd6_3410","Molecular Function","GO:0043015","N/A","gamma-tubulin binding","Interpro","IEA","N/A","N/A","MGO:0043015","cgd6_3410-RA"
"cgd6_3420","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd6_3420-RA"
"cgd6_3420","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_3420-RA"
"cgd6_3430","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd6_3430-RA"
"cgd6_3490","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd6_3490-RA"
"cgd6_3520","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd6_3520-RA"
"cgd6_3530","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_3530-RA"
"cgd6_3560","Biological Process","GO:0001522","N/A","pseudouridine synthesis","Interpro","IEA","N/A","N/A","BGO:0001522","cgd6_3560-RA"
"cgd6_3560","Biological Process","GO:0009451","N/A","RNA modification","Interpro","IEA","N/A","N/A","BGO:0009451","cgd6_3560-RA"
"cgd6_3560","Molecular Function","GO:0003723","N/A","RNA binding","Interpro","IEA","N/A","N/A","MGO:0003723","cgd6_3560-RA"
"cgd6_3560","Molecular Function","GO:0009982","N/A","pseudouridine synthase activity","Interpro","IEA","N/A","N/A","MGO:0009982","cgd6_3560-RA"
"cgd6_3610","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_3610-RA"
"cgd6_3620","Molecular Function","GO:0005200","N/A","structural constituent of cytoskeleton","Interpro","IEA","N/A","N/A","MGO:0005200","cgd6_3620-RA"
"cgd6_3630","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_3630-RA"
"cgd6_3640","Biological Process","GO:0045454","N/A","cell redox homeostasis","Interpro","IEA","N/A","N/A","BGO:0045454","cgd6_3640-RA"
"cgd6_3650","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_3650-RA"
"cgd6_3660","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_3660-RA"
"cgd6_3710","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd6_3710-RA"
"cgd6_3710","Cellular Component","GO:0005622","N/A","intracellular","Interpro","IEA","N/A","N/A","CGO:0005622","cgd6_3710-RA"
"cgd6_3710","Cellular Component","GO:0005840","N/A","ribosome","Interpro","IEA","N/A","N/A","CGO:0005840","cgd6_3710-RA"
"cgd6_3710","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd6_3710-RA"
"cgd6_3720","Biological Process","GO:0006561","N/A","proline biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0006561","cgd6_3720-RA"
"cgd6_3720","Biological Process","GO:0055114","N/A","oxidation-reduction process","Interpro","IEA","N/A","N/A","BGO:0055114","cgd6_3720-RA"
"cgd6_3720","Molecular Function","GO:0004735","N/A","pyrroline-5-carboxylate reductase activity","Interpro","IEA","N/A","N/A","MGO:0004735","cgd6_3720-RA"
"cgd6_3730","Biological Process","GO:0006508","N/A","proteolysis","Interpro","IEA","N/A","N/A","BGO:0006508","cgd6_3730-RA"
"cgd6_3730","Molecular Function","GO:0004252","N/A","serine-type endopeptidase activity","Interpro","IEA","N/A","N/A","MGO:0004252","cgd6_3730-RA"
"cgd6_3740","Biological Process","GO:0048193","N/A","Golgi vesicle transport","Interpro","IEA","N/A","N/A","BGO:0048193","cgd6_3740-RA"
"cgd6_3740","Cellular Component","GO:0030008","N/A","TRAPP complex","Interpro","IEA","N/A","N/A","CGO:0030008","cgd6_3740-RA"
"cgd6_3750","Biological Process","GO:0005975","N/A","carbohydrate metabolic process","Interpro","IEA","N/A","N/A","BGO:0005975","cgd6_3750-RA"
"cgd6_3750","Biological Process","GO:0005978","N/A","glycogen biosynthetic process","Interpro","IEA","N/A","N/A","BGO:0005978","cgd6_3750-RA"
"cgd6_3750","Molecular Function","GO:0003824","N/A","catalytic activity","Interpro","IEA","N/A","N/A","MGO:0003824","cgd6_3750-RA"
"cgd6_3750","Molecular Function","GO:0003844","N/A","1,4-alpha-glucan branching enzyme activity","Interpro","IEA","N/A","N/A","MGO:0003844","cgd6_3750-RA"
"cgd6_3750","Molecular Function","GO:0043169","N/A","cation binding","Interpro","IEA","N/A","N/A","MGO:0043169","cgd6_3750-RA"
"cgd6_3790","Biological Process","GO:0006006","N/A","glucose metabolic process","Interpro","IEA","N/A","N/A","BGO:0006006","cgd6_3790-RA"
"cgd6_3790","Biological Process","GO:0055114","N/A","oxidation-reduction process","Interpro","IEA","N/A","N/A","BGO:0055114","cgd6_3790-RA"
"cgd6_3790","Molecular Function","GO:0016620","N/A","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","Interpro","IEA","N/A","N/A","MGO:0016620","cgd6_3790-RA"
"cgd6_3790","Molecular Function","GO:0050661","N/A","NADP binding","Interpro","IEA","N/A","N/A","MGO:0050661","cgd6_3790-RA"
"cgd6_3790","Molecular Function","GO:0051287","N/A","NAD binding","Interpro","IEA","N/A","N/A","MGO:0051287","cgd6_3790-RA"
"cgd6_3800","Biological Process","GO:0001678","N/A","cellular glucose homeostasis","Interpro","IEA","N/A","N/A","BGO:0001678","cgd6_3800-RA"
"cgd6_3800","Biological Process","GO:0005975","N/A","carbohydrate metabolic process","Interpro","IEA","N/A","N/A","BGO:0005975","cgd6_3800-RA"
"cgd6_3800","Molecular Function","GO:0004396","N/A","hexokinase activity","Interpro","IEA","N/A","N/A","MGO:0004396","cgd6_3800-RA"
"cgd6_3800","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd6_3800-RA"
"cgd6_3800","Molecular Function","GO:0005536","N/A","glucose binding","Interpro","IEA","N/A","N/A","MGO:0005536","cgd6_3800-RA"
"cgd6_3800","Molecular Function","GO:0016773","N/A","phosphotransferase activity, alcohol group as acceptor","Interpro","IEA","N/A","N/A","MGO:0016773","cgd6_3800-RA"
"cgd6_3810","Biological Process","GO:0006378","N/A","mRNA polyadenylation","Interpro","IEA","N/A","N/A","BGO:0006378","cgd6_3810-RA"
"cgd6_3810","Cellular Component","GO:0005849","N/A","mRNA cleavage factor complex","Interpro","IEA","N/A","N/A","CGO:0005849","cgd6_3810-RA"
"cgd6_3810","Molecular Function","GO:0003729","N/A","mRNA binding","Interpro","IEA","N/A","N/A","MGO:0003729","cgd6_3810-RA"
"cgd6_3830","Molecular Function","GO:0003924","N/A","GTPase activity","Interpro","IEA","N/A","N/A","MGO:0003924","cgd6_3830-RA"
"cgd6_3830","Molecular Function","GO:0005525","N/A","GTP binding","Interpro","IEA","N/A","N/A","MGO:0005525","cgd6_3830-RA"
"cgd6_3840","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_3840-RA"
"cgd6_3860","Biological Process","GO:0006338","N/A","chromatin remodeling","Interpro","IEA","N/A","N/A","BGO:0006338","cgd6_3860-RA"
"cgd6_3860","Cellular Component","GO:0005634","N/A","nucleus","Interpro","IEA","N/A","N/A","CGO:0005634","cgd6_3860-RA"
"cgd6_3860","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd6_3860-RA"
"cgd6_3860","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd6_3860-RA"
"cgd6_3860","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd6_3860-RA"
"cgd6_3860","Molecular Function","GO:0016818","N/A","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","Interpro","IEA","N/A","N/A","MGO:0016818","cgd6_3860-RA"
"cgd6_3863","Biological Process","GO:0055114","N/A","oxidation-reduction process","Interpro","IEA","N/A","N/A","BGO:0055114","cgd6_3863-RA"
"cgd6_3863","Molecular Function","GO:0016972","N/A","thiol oxidase activity","Interpro","IEA","N/A","N/A","MGO:0016972","cgd6_3863-RA"
"cgd6_3950","Biological Process","GO:0042147","N/A","retrograde transport, endosome to Golgi","Interpro","IEA","N/A","N/A","BGO:0042147","cgd6_3950-RA"
"cgd6_3960","Molecular Function","GO:0003924","N/A","GTPase activity","Interpro","IEA","N/A","N/A","MGO:0003924","cgd6_3960-RA"
"cgd6_3960","Molecular Function","GO:0005525","N/A","GTP binding","Interpro","IEA","N/A","N/A","MGO:0005525","cgd6_3960-RA"
"cgd6_3970","Biological Process","GO:0045454","N/A","cell redox homeostasis","Interpro","IEA","N/A","N/A","BGO:0045454","cgd6_3970-RA"
"cgd6_3970","Molecular Function","GO:0009055","N/A","electron transfer activity","Interpro","IEA","N/A","N/A","MGO:0009055","cgd6_3970-RA"
"cgd6_3970","Molecular Function","GO:0015035","N/A","protein disulfide oxidoreductase activity","Interpro","IEA","N/A","N/A","MGO:0015035","cgd6_3970-RA"
"cgd6_3990","Biological Process","GO:0006414","N/A","translational elongation","Interpro","IEA","N/A","N/A","BGO:0006414","cgd6_3990-RA"
"cgd6_3990","Cellular Component","GO:0005737","N/A","cytoplasm","Interpro","IEA","N/A","N/A","CGO:0005737","cgd6_3990-RA"
"cgd6_3990","Molecular Function","GO:0003746","N/A","translation elongation factor activity","Interpro","IEA","N/A","N/A","MGO:0003746","cgd6_3990-RA"
"cgd6_3990","Molecular Function","GO:0003924","N/A","GTPase activity","Interpro","IEA","N/A","N/A","MGO:0003924","cgd6_3990-RA"
"cgd6_3990","Molecular Function","GO:0005525","N/A","GTP binding","Interpro","IEA","N/A","N/A","MGO:0005525","cgd6_3990-RA"
"cgd6_4020","Biological Process","GO:0007165","N/A","signal transduction","Interpro","IEA","N/A","N/A","BGO:0007165","cgd6_4020-RA"
"cgd6_4020","Molecular Function","GO:0004114","N/A","3',5'-cyclic-nucleotide phosphodiesterase activity","Interpro","IEA","N/A","N/A","MGO:0004114","cgd6_4020-RA"
"cgd6_4040","Biological Process","GO:0006511","N/A","ubiquitin-dependent protein catabolic process","Interpro","IEA","N/A","N/A","BGO:0006511","cgd6_4040-RA"
"cgd6_4040","Molecular Function","GO:0031625","N/A","ubiquitin protein ligase binding","Interpro","IEA","N/A","N/A","MGO:0031625","cgd6_4040-RA"
"cgd6_410","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd6_410-RA"
"cgd6_4130","Biological Process","GO:0016226","N/A","iron-sulfur cluster assembly","Interpro","IEA","N/A","N/A","BGO:0016226","cgd6_4130-RA"
"cgd6_4130","Cellular Component","GO:0005737","N/A","cytoplasm","Interpro","IEA","N/A","N/A","CGO:0005737","cgd6_4130-RA"
"cgd6_4130","Molecular Function","GO:0051536","N/A","iron-sulfur cluster binding","Interpro","IEA","N/A","N/A","MGO:0051536","cgd6_4130-RA"
"cgd6_4150","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_4150-RA"
"cgd6_4153","Molecular Function","GO:0005509","N/A","calcium ion binding","Interpro","IEA","N/A","N/A","MGO:0005509","cgd6_4153-RA"
"cgd6_4160","Molecular Function","GO:0005509","N/A","calcium ion binding","Interpro","IEA","N/A","N/A","MGO:0005509","cgd6_4160-RA"
"cgd6_4190","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd6_4190-RA"
"cgd6_4190","Cellular Component","GO:0005622","N/A","intracellular","Interpro","IEA","N/A","N/A","CGO:0005622","cgd6_4190-RA"
"cgd6_4190","Cellular Component","GO:0005840","N/A","ribosome","Interpro","IEA","N/A","N/A","CGO:0005840","cgd6_4190-RA"
"cgd6_4190","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd6_4190-RA"
"cgd6_4200","Molecular Function","GO:0016787","N/A","hydrolase activity","Interpro","IEA","N/A","N/A","MGO:0016787","cgd6_4200-RA"
"cgd6_4210","Biological Process","GO:0007018","N/A","microtubule-based movement","Interpro","IEA","N/A","N/A","BGO:0007018","cgd6_4210-RA"
"cgd6_4210","Molecular Function","GO:0003777","N/A","microtubule motor activity","Interpro","IEA","N/A","N/A","MGO:0003777","cgd6_4210-RA"
"cgd6_4210","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd6_4210-RA"
"cgd6_4210","Molecular Function","GO:0008017","N/A","microtubule binding","Interpro","IEA","N/A","N/A","MGO:0008017","cgd6_4210-RA"
"cgd6_4240","Molecular Function","GO:0005488","N/A","binding","Interpro","IEA","N/A","N/A","MGO:0005488","cgd6_4240-RA"
"cgd6_4290","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_4290-RA"
"cgd6_4320","Biological Process","GO:0006412","N/A","translation","Interpro","IEA","N/A","N/A","BGO:0006412","cgd6_4320-RA"
"cgd6_4320","Cellular Component","GO:0015935","N/A","small ribosomal subunit","Interpro","IEA","N/A","N/A","CGO:0015935","cgd6_4320-RA"
"cgd6_4320","Molecular Function","GO:0003735","N/A","structural constituent of ribosome","Interpro","IEA","N/A","N/A","MGO:0003735","cgd6_4320-RA"
"cgd6_4340","Cellular Component","GO:0016459","N/A","myosin complex","Interpro","IEA","N/A","N/A","CGO:0016459","cgd6_4340-RA"
"cgd6_4340","Molecular Function","GO:0003774","N/A","motor activity","Interpro","IEA","N/A","N/A","MGO:0003774","cgd6_4340-RA"
"cgd6_4340","Molecular Function","GO:0005515","N/A","protein binding","Interpro","IEA","N/A","N/A","MGO:0005515","cgd6_4340-RA"
"cgd6_4340","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd6_4340-RA"
"cgd6_4350","Biological Process","GO:0030163","N/A","protein catabolic process","Interpro","IEA","N/A","N/A","BGO:0030163","cgd6_4350-RA"
"cgd6_4350","Cellular Component","GO:0005737","N/A","cytoplasm","Interpro","IEA","N/A","N/A","CGO:0005737","cgd6_4350-RA"
"cgd6_4350","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd6_4350-RA"
"cgd6_4350","Molecular Function","GO:0016787","N/A","hydrolase activity","Interpro","IEA","N/A","N/A","MGO:0016787","cgd6_4350-RA"
"cgd6_4370","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd6_4370-RA"
"cgd6_440","Molecular Function","GO:0003824","N/A","catalytic activity","Interpro","IEA","N/A","N/A","MGO:0003824","cgd6_440-RA"
"cgd6_4400","Biological Process","GO:0006418","N/A","tRNA aminoacylation for protein translation","Interpro","IEA","N/A","N/A","BGO:0006418","cgd6_4400-RA"
"cgd6_4400","Biological Process","GO:0006433","N/A","prolyl-tRNA aminoacylation","Interpro","IEA","N/A","N/A","BGO:0006433","cgd6_4400-RA"
"cgd6_4400","Cellular Component","GO:0005737","N/A","cytoplasm","Interpro","IEA","N/A","N/A","CGO:0005737","cgd6_4400-RA"
"cgd6_4400","Molecular Function","GO:0000166","N/A","nucleotide binding","Interpro","IEA","N/A","N/A","MGO:0000166","cgd6_4400-RA"
"cgd6_4400","Molecular Function","GO:0002161","N/A","aminoacyl-tRNA editing activity","Interpro","IEA","N/A","N/A","MGO:0002161","cgd6_4400-RA"
"cgd6_4400","Molecular Function","GO:0004812","N/A","aminoacyl-tRNA ligase activity","Interpro","IEA","N/A","N/A","MGO:0004812","cgd6_4400-RA"
"cgd6_4400","Molecular Function","GO:0004827","N/A","proline-tRNA ligase activity","Interpro","IEA","N/A","N/A","MGO:0004827","cgd6_4400-RA"
"cgd6_4400","Molecular Function","GO:0005524","N/A","ATP binding","Interpro","IEA","N/A","N/A","MGO:0005524","cgd6_4400-RA"
"cgd6_4410","Molecular Function","GO:0000166","N/A","nucleotide binding","Interpro","IEA","N/A","N/A","MGO:0000166","cgd6_4410-RA"
"cgd6_4410","Molecular Function","GO:0003676","N/A","nucleic acid binding","Interpro","IEA","N/A","N/A","MGO:0003676","cgd6_4410-RA"
"cgd6_4410","Molecular Function","GO:0003677","N/A","DNA binding","Interpro","IEA","N/A","N/A","MGO:0003677","cgd6_4410-RA"
"cgd6_4410","Molecular Function","GO:0003887","N/A","DNA-directed DNA polymerase activity","Interpro","IEA","N/A","N/A","MGO:0003887","cgd6_4410-RA"
"cgd6_4420","Biological Process","GO:0006310","N/A","DNA recombination","Interpro","IEA","N/A","N/A","BGO:0006310","cgd6_4420-RA"
"cgd6_4420","Biological Process","GO:0044237","N/A","cellular metabolic process","Interpro","IEA","N/A","N/A","BGO:0044237","cgd6_4420-RA"
